cid,type_id,adv_id,context
1035,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,颜色健康，尺寸均衡的勃起阴茎
1036,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,充血但不过度，形状标准的肉柱
1037,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,大小适中，青筋微凸的标准阴茎
1038,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,表皮光滑，尺寸正常的硬挺肉棒
1039,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,温度适中，质地坚实的标准阳具

1040,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,尺寸适中但已胀到极限，马眼微张的阴茎
1041,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,标准尺寸但硬如烙铁，龟头涨红的肉棒
1042,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,大小正常但已极度充血，不断跳动的阳具
1043,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,中等尺寸但马眼已湿润，随时要喷发的阴茎
1044,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,龟头充血胀大，青筋暴起的正常肉棒
1045,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,尺寸适中但热度惊人，前液不断溢出的阴茎
1046,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,大小正常但已濒临爆发，不停颤抖的肉柱
1047,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,标准尺寸但涨得通红，不断抽动的硬挺阴茎
1048,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,形状姣好但极度敏感，即将喷发的肉棒
1049,penis,0,CVP_A1_P|jj_1&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,长度适中但硬度惊人，马眼微张的勃发阳具

1050,penis,0,CVP_A1_P|jj_1&pl_penis_semen_dirty,刚刚射精的标准阴茎，顶端还挂着白浊液体
1051,penis,0,CVP_A1_P|jj_1&pl_penis_semen_dirty,尺寸适中的肉棒上沾满刚射出的粘稠精液
1052,penis,0,CVP_A1_P|jj_1&pl_penis_semen_dirty,大小正常但刚喷发过，马眼还在滴落精液的阴茎
1053,penis,0,CVP_A1_P|jj_1&pl_penis_semen_dirty,中等尺寸的肉茎上布满了刚射出的白色黏液
1054,penis,0,CVP_A1_P|jj_1&pl_penis_semen_dirty,形状姣好但刚爆发过的阴茎，精液沿柱身滑落
1055,penis,0,CVP_A1_P|jj_1&pl_penis_semen_dirty,尺寸均衡但刚射精过，敏感异常的湿润肉棒
1056,penis,0,CVP_A1_P|jj_1&pl_penis_semen_dirty,标准尺寸而敏感的阴茎，精液仍在滴落的龟头
1057,penis,0,CVP_A1_P|jj_1&pl_penis_semen_dirty,适中大小的肉棒，表面覆盖着新鲜射出的浊液
1058,penis,0,CVP_A1_P|jj_1&pl_penis_semen_dirty,刚刚释放过的正常阴茎，龟头还闪着湿润光泽
1059,penis,0,CVP_A1_P|jj_1&pl_penis_semen_dirty,尺寸适中但刚刚爆发，沾满精液的敏感肉棒

1060,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,粗壮硕大，青筋明显的健壮阴茎
1061,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,尺寸粗大，勃起挺拔的威猛肉棒
1062,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,龟头膨大，柱身粗壮的狰狞阳具
1063,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,长度惊人，粗细可观的雄伟阴茎
1064,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,表面血管突起，尺寸超规格的粗壮肉棒
1065,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,大小惊人，质地坚硬的粗大阴茎
1066,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,勃起后尺寸骇人，形状狰狞的肉柱
1067,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,粗长硕大，颜色深沉的雄伟阴茎
1068,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,粗壮有力，血管凸显的壮观肉棒
1069,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,冠状沟明显，整体粗大的惊人阳具

1070,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,尺寸惊人且已胀到极限，青筋爆起的巨大阴茎
1071,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,粗壮如臂，硬如烙铁，龟头涨红的狰狞肉棒
1072,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,巨大粗长且极度充血，不断搏动的恐怖阳具
1073,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,粗壮威猛且马眼已湿润，随时要喷发的巨物
1074,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,龟头如拳头大小，血管暴起的巨型肉棒
1075,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,粗大的肉柱已经胀到极限，前液溢出的狰狞阴茎
1076,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,尺寸骇人且已濒临爆发，剧烈颤抖的巨型肉柱
1077,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,粗壮如儿臂，涨得通红，充满爆发力的硬挺阴茎
1078,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,惊人尺寸且极度敏感，即将喷发的巨型肉棒
1079,penis,0,CVP_A1_P|jj_2&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,长度恐怖且硬度惊人，龟头胀到极限的巨物

1080,penis,0,CVP_A1_P|jj_2&pl_penis_semen_dirty,刚刚射精的粗壮阴茎，顶端还挂着大量白浊液体
1081,penis,0,CVP_A1_P|jj_2&pl_penis_semen_dirty,尺寸惊人的肉棒上沾满刚射出的浓稠精液
1082,penis,0,CVP_A1_P|jj_2&pl_penis_semen_dirty,巨大狰狞且刚喷发过，马眼还在涌出精液的阴茎
1083,penis,0,CVP_A1_P|jj_2&pl_penis_semen_dirty,粗壮威猛的肉茎上布满了刚射出的大量白浊
1084,penis,0,CVP_A1_P|jj_2&pl_penis_semen_dirty,龟头巨大且刚爆发过的阴茎，精液如瀑布般滑落
1085,penis,0,CVP_A1_P|jj_2&pl_penis_semen_dirty,尺寸恐怖但刚射精过，敏感异常的湿漉肉棒
1086,penis,0,CVP_A1_P|jj_2&pl_penis_semen_dirty,粗壮如儿臂且敏感的阴茎，精液仍在大量喷涌
1087,penis,0,CVP_A1_P|jj_2&pl_penis_semen_dirty,巨大肉棒的每一寸表面都覆盖着新鲜射出的浊液
1088,penis,0,CVP_A1_P|jj_2&pl_penis_semen_dirty,刚刚释放过的粗壮阴茎，龟头还在吐出余精
1089,penis,0,CVP_A1_P|jj_2&pl_penis_semen_dirty,尺寸骇人且刚刚爆发，浸满精液的硕大肉茎

1090,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,异常巨大，如小臂粗细的畸形阴茎
1091,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,尺寸骇人，成人手臂般粗长的怪物肉棒
1092,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,龟头如苹果大小，柱身粗如腕的巨物
1093,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,长度惊骇，粗得吓人的畸形阴茎
1094,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,表面青筋如蚯蚓蠕动，尺寸恐怖的怪物肉棒
1095,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,大小令人畏惧，形状狰狞的异常巨茎
1096,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,勃起后如婴儿手臂，颜色深沉的恐怖阴茎
1097,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,粗长到让人恐惧，冠状沟突起的超大肉棒
1098,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,几乎不似人类，硕大狰狞的畸形巨茎
1099,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_low_or_middle,比成人小腿还粗，颜色深沉的怪物阳具

1100,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,比手臂还粗且已胀到极限，青筋如虫爬行的巨茎
1101,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,粗如婴儿腿，硬如铁棍，龟头怪异涨大的肉怪
1102,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,尺寸超出人类极限且充血狰狞，剧烈跳动的凶器
1103,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,粗大令人窒息且马眼大张，随时要喷发的巨物
1104,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,龟头大如拳头并胀到发紫，血管如蟒蛇的巨茎
1105,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,超过人类尺寸极限且膨胀到极点的狰狞凶器
1106,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,粗如儿臂且濒临爆发，剧烈痉挛的怪物阴茎
1107,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,尺寸恐怖且涨得发紫，前液不断溢出的巨大阳具
1108,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,大得令人恐惧且极度敏感，即将爆发的畸形肉棒
1109,penis,0,CVP_A1_P|jj_3&pl_penis_not_semen_dirty&pl_eja_point_high_or_extreme,粗大如儿童腿且硬度惊人，马眼翕张的恐怖巨物

1110,penis,0,CVP_A1_P|jj_3&pl_penis_semen_dirty,刚刚喷发的恐怖巨茎，仍在吐出大量白浊液体
1111,penis,0,CVP_A1_P|jj_3&pl_penis_semen_dirty,尺寸如儿臂的巨大肉柱上满是刚射出的浓稠精液
1112,penis,0,CVP_A1_P|jj_3&pl_penis_semen_dirty,畸形巨大且刚大量喷发，马眼如泉涌般吐精的阴茎
1113,penis,0,CVP_A1_P|jj_3&pl_penis_semen_dirty,粗大得令人窒息的肉茎上布满了刚射出的大量精华
1114,penis,0,CVP_A1_P|jj_3&pl_penis_semen_dirty,拳头大小的龟头刚爆发过，精液如瀑布般喷涌而出
1115,penis,0,CVP_A1_P|jj_3&pl_penis_semen_dirty,尺寸恐怖且刚射精过，敏感肿胀的湿滑怪物肉棒
1116,penis,0,CVP_A1_P|jj_3&pl_penis_semen_dirty,粗如小腿且高度敏感的阴茎，精液仍在如注射出
1117,penis,0,CVP_A1_P|jj_3&pl_penis_semen_dirty,骇人巨大的每一寸表面都被新鲜射出的精液覆盖
1118,penis,0,CVP_A1_P|jj_3&pl_penis_semen_dirty,刚刚释放的畸形巨茎，龟头张开的马眼仍在喷精
1119,penis,0,CVP_A1_P|jj_3&pl_penis_semen_dirty,尺寸非人且刚刚爆发，浸透在精液中的恐怖肉怪


1120,penis,0,CVP_A1_P|jj_0&pl_semen_le_2,几乎看不见青筋的干瘪细小阴茎
1121,penis,0,CVP_A1_P|jj_0&pl_semen_le_2,柱身短小萎靡，几乎没有精液的稀疏阴茎
1122,penis,0,CVP_A1_P|jj_0&pl_semen_le_2,龟头小巧干燥，精液已经耗尽的短小肉棒
1123,penis,0,CVP_A1_P|jj_0&pl_semen_le_2,表面褶皱松弛，几乎射不出液体的小巧鸡巴
1124,penis,0,CVP_A1_P|jj_0&pl_semen_le_2,尺寸迷你，精液已空的疲软阴茎
1125,penis,0,CVP_A1_P|jj_0&pl_semen_le_2,干瘪无力的短小鸡巴，铃口干涩无液
1126,penis,0,CVP_A1_P|jj_0&pl_semen_le_2,短小松软，明显无精可射的可怜肉棒
1127,penis,0,CVP_A1_P|jj_0&pl_semen_le_2,龟头颜色暗淡，精液已空的微小阴茎
1128,penis,0,CVP_A1_P|jj_0&pl_semen_le_2,表面皮肤松弛，射无可射的短小阳具
1129,penis,0,CVP_A1_P|jj_0&pl_semen_le_2,体积迷你，精囊已空的疲惫肉棒

1130,penis,0,CVP_A1_P|jj_0&pl_semen_g_2&pl_semen_l_100,短小但充满精液的坚挺小肉棒
1131,penis,0,CVP_A1_P|jj_0&pl_semen_g_2&pl_semen_l_100,尺寸有限但精液充足的硬挺阴茎
1132,penis,0,CVP_A1_P|jj_0&pl_semen_g_2&pl_semen_l_100,粉嫩短小却饱含精液的勃起小鸡巴
1133,penis,0,CVP_A1_P|jj_0&pl_semen_g_2&pl_semen_l_100,迷你却坚硬充实的精液满满小肉茎
1134,penis,0,CVP_A1_P|jj_0&pl_semen_g_2&pl_semen_l_100,尺寸迷你但冠状沟饱满的精液充足肉棒
1135,penis,0,CVP_A1_P|jj_0&pl_semen_g_2&pl_semen_l_100,短小龟头却胀满精液的坚挺小阳具
1136,penis,0,CVP_A1_P|jj_0&pl_semen_g_2&pl_semen_l_100,体积不足却精液丰沛的硬挺小肉棒
1137,penis,0,CVP_A1_P|jj_0&pl_semen_g_2&pl_semen_l_100,长度有限但精囊饱满的坚硬阴茎
1138,penis,0,CVP_A1_P|jj_0&pl_semen_g_2&pl_semen_l_100,短小粗细但精液充足的勃起肉茎
1139,penis,0,CVP_A1_P|jj_0&pl_semen_g_2&pl_semen_l_100,尺寸不足但充满精液的硬挺小鸡巴

1140,penis,0,CVP_A1_P|jj_0&pl_semen_ge_100,短小却精液过量的胀痛肉棒
1141,penis,0,CVP_A1_P|jj_0&pl_semen_ge_100,尺寸迷你但精囊鼓胀得几乎爆炸的阴茎
1142,penis,0,CVP_A1_P|jj_0&pl_semen_ge_100,短小龟头下连接着不成比例的饱胀精囊的鸡巴
1143,penis,0,CVP_A1_P|jj_0&pl_semen_ge_100,体积不足却装满过量精液的涨痛肉茎
1144,penis,0,CVP_A1_P|jj_0&pl_semen_ge_100,长度迷你却因精液过多而胀痛的阳具
1145,penis,0,CVP_A1_P|jj_0&pl_semen_ge_100,短小可怜却精液饱胀到极限的肉棒
1146,penis,0,CVP_A1_P|jj_0&pl_semen_ge_100,迷你阴茎配着不相称的极度鼓胀精囊
1147,penis,0,CVP_A1_P|jj_0&pl_semen_ge_100,短小肉茎却因过量精液而青筋暴起
1148,penis,0,CVP_A1_P|jj_0&pl_semen_ge_100,尺寸微小却因精液过多而胀得发疼的阴茎
1149,penis,0,CVP_A1_P|jj_0&pl_semen_ge_100,短小坚挺却因过量精液而涨成深红色的肉棒

1150,penis,0,CVP_A1_P|jj_1&pl_semen_le_2,尺寸普通却已射空精液的疲软阴茎
1151,penis,0,CVP_A1_P|jj_1&pl_semen_le_2,标准尺寸但精液耗尽的萎靡肉棒
1152,penis,0,CVP_A1_P|jj_1&pl_semen_le_2,普通大小却毫无精液可射的疲惫鸡巴
1153,penis,0,CVP_A1_P|jj_1&pl_semen_le_2,尺寸适中但龟头干涩无液的阳具
1154,penis,0,CVP_A1_P|jj_1&pl_semen_le_2,中等大小却精液耗尽的半硬肉棒
1155,penis,0,CVP_A1_P|jj_1&pl_semen_le_2,标准尺寸但毫无精液的疲惫阴茎
1156,penis,0,CVP_A1_P|jj_1&pl_semen_le_2,粗细适中却已无精可射的干燥肉棒
1157,penis,0,CVP_A1_P|jj_1&pl_semen_le_2,长度正常但精囊空虚的疲软阳具
1158,penis,0,CVP_A1_P|jj_1&pl_semen_le_2,中等粗细但精液已空的半勃阴茎
1159,penis,0,CVP_A1_P|jj_1&pl_semen_le_2,尺寸标准却射无可射的疲惫鸡巴

1160,penis,0,CVP_A1_P|jj_1&pl_semen_g_2&pl_semen_l_100,尺寸适中，精液充足的硬挺肉棒
1161,penis,0,CVP_A1_P|jj_1&pl_semen_g_2&pl_semen_l_100,标准尺寸，饱含精液的坚硬阴茎
1162,penis,0,CVP_A1_P|jj_1&pl_semen_g_2&pl_semen_l_100,中等大小，精囊饱满的勃起鸡巴
1163,penis,0,CVP_A1_P|jj_1&pl_semen_g_2&pl_semen_l_100,粗细适中，富含精液的坚挺阳具
1164,penis,0,CVP_A1_P|jj_1&pl_semen_g_2&pl_semen_l_100,尺寸均匀，精液充沛的硬挺肉棒
1165,penis,0,CVP_A1_P|jj_1&pl_semen_g_2&pl_semen_l_100,标准粗长，满载精液的坚硬阴茎
1166,penis,0,CVP_A1_P|jj_1&pl_semen_g_2&pl_semen_l_100,长度适中，精囊鼓胀的可口肉茎
1167,penis,0,CVP_A1_P|jj_1&pl_semen_g_2&pl_semen_l_100,中等大小，精液充盈的青筋肉棒
1168,penis,0,CVP_A1_P|jj_1&pl_semen_g_2&pl_semen_l_100,尺寸标准，富含精液的挺翘阴茎
1169,penis,0,CVP_A1_P|jj_1&pl_semen_g_2&pl_semen_l_100,粗细均匀，精液饱满的坚挺鸡巴

1170,penis,0,CVP_A1_P|jj_1&pl_semen_ge_100,尺寸适中却因过量精液而青筋暴突的肉棒
1171,penis,0,CVP_A1_P|jj_1&pl_semen_ge_100,标准粗长但精液超量的胀痛阴茎
1172,penis,0,CVP_A1_P|jj_1&pl_semen_ge_100,中等大小却装满过量精液的紫红色鸡巴
1173,penis,0,CVP_A1_P|jj_1&pl_semen_ge_100,尺寸中规中矩但精囊异常鼓胀的阳具
1174,penis,0,CVP_A1_P|jj_1&pl_semen_ge_100,长度标准却因精液过多而筋脉突起的肉棒
1175,penis,0,CVP_A1_P|jj_1&pl_semen_ge_100,中等粗细但精液超量涨痛的硬挺阴茎
1176,penis,0,CVP_A1_P|jj_1&pl_semen_ge_100,尺寸适中却因精液过多而胀成深紫色的肉茎
1177,penis,0,CVP_A1_P|jj_1&pl_semen_ge_100,粗细标准但精囊大得不成比例的鸡巴
1178,penis,0,CVP_A1_P|jj_1&pl_semen_ge_100,普通尺寸却因精液超量而阴囊紧绷的阳具
1179,penis,0,CVP_A1_P|jj_1&pl_semen_ge_100,中等大小却充满过量精液的胀痛肉棒

1180,penis,0,CVP_A1_P|jj_2&pl_semen_le_2,粗大尺寸但精液已空的疲软大肉棒
1181,penis,0,CVP_A1_P|jj_2&pl_semen_le_2,明显粗长却无精可射的半硬阴茎
1182,penis,0,CVP_A1_P|jj_2&pl_semen_le_2,体积粗大但精液耗尽的疲惫大鸡巴
1183,penis,0,CVP_A1_P|jj_2&pl_semen_le_2,尺寸惊人却铃口干涩无液的阳具
1184,penis,0,CVP_A1_P|jj_2&pl_semen_le_2,粗长阴茎却因精液耗空而半软不硬
1185,penis,0,CVP_A1_P|jj_2&pl_semen_le_2,分量十足却已无精可射的大肉棒
1186,penis,0,CVP_A1_P|jj_2&pl_semen_le_2,远超常人却精囊干瘪的疲软大鸡巴
1187,penis,0,CVP_A1_P|jj_2&pl_semen_le_2,尺寸傲人却毫无精液的半勃巨茎
1188,penis,0,CVP_A1_P|jj_2&pl_semen_le_2,粗长肉柱却因射精过度而疲惫不堪
1189,penis,0,CVP_A1_P|jj_2&pl_semen_le_2,体积夸张却已经射无可射的疲软阳具

1190,penis,0,CVP_A1_P|jj_2&pl_semen_g_2&pl_semen_l_100,粗大雄伟，精液充足的硬挺肉棒
1191,penis,0,CVP_A1_P|jj_2&pl_semen_g_2&pl_semen_l_100,尺寸惊人，满载精液的勃起大阴茎
1192,penis,0,CVP_A1_P|jj_2&pl_semen_g_2&pl_semen_l_100,粗长壮硕，精囊饱满的坚挺大鸡巴
1193,penis,0,CVP_A1_P|jj_2&pl_semen_g_2&pl_semen_l_100,远超常人，充盈精液的雄壮阳具
1194,penis,0,CVP_A1_P|jj_2&pl_semen_g_2&pl_semen_l_100,尺寸傲人，精液丰沛的粗壮肉棒
1195,penis,0,CVP_A1_P|jj_2&pl_semen_g_2&pl_semen_l_100,长度可观，精液充沛的青筋大肉柱
1196,penis,0,CVP_A1_P|jj_2&pl_semen_g_2&pl_semen_l_100,粗壮肉茎，精囊鼓胀的硬挺大阳具
1197,penis,0,CVP_A1_P|jj_2&pl_semen_g_2&pl_semen_l_100,体积硕大，精液丰富的坚挺阴茎
1198,penis,0,CVP_A1_P|jj_2&pl_semen_g_2&pl_semen_l_100,分量十足，精液满满的粗壮大鸡巴
1199,penis,0,CVP_A1_P|jj_2&pl_semen_g_2&pl_semen_l_100,规模夸张，精液充足的硬挺大肉棒

1200,penis,0,CVP_A1_P|jj_2&pl_semen_ge_100,粗大夸张且因精液过多而胀痛的大肉棒
1201,penis,0,CVP_A1_P|jj_2&pl_semen_ge_100,尺寸惊人且精液超量的青筋暴突大阴茎
1202,penis,0,CVP_A1_P|jj_2&pl_semen_ge_100,壮硕龟头下连接着超量精液的鼓胀肉茎
1203,penis,0,CVP_A1_P|jj_2&pl_semen_ge_100,粗长巨物因精液过多而变得更加狰狞的鸡巴
1204,penis,0,CVP_A1_P|jj_2&pl_semen_ge_100,体积惊人却因过量精液而疼痛难忍的阳具
1205,penis,0,CVP_A1_P|jj_2&pl_semen_ge_100,尺寸傲人却因精液超量而筋脉暴凸的肉棒
1206,penis,0,CVP_A1_P|jj_2&pl_semen_ge_100,粗长雄壮且因精液过多而呈紫红色的大阴茎
1207,penis,0,CVP_A1_P|jj_2&pl_semen_ge_100,规模惊人且精囊鼓胀得不成比例的大鸡巴
