cid,behavior_id,effect_id
161,swimming,1515 - 1516 - 21 - 22 - 53 - 81
162,taste_wine,1511 - 1512 - 21 - 22 - 53 - 81 - CVE_A1_E|83_G_1
163,taste_tea,1511 - 1512 - 21 - 22 - 53 - 81 - CVE_A1_E|83_G_1
164,taste_coffee,1511 - 1512 - 21 - 22 - 53 - 81 - CVE_A1_E|83_G_1
165,taste_dessert,1511 - 1512 - 21 - 22 - 53 - 81 - CVE_A1_E|83_G_1
166,taste_food,2 - 3 - 34 - 53 - 81 - CVE_A2_E|83_G_1 - CVE_A1_E|83_G_1
167,play_house,1511 - 1512 - 21 - 22 - 53 - 81 - CVE_A1_E|80_G_1
168,style_hair,1511 - 1512 - 21 - 22 - 53 - 81
169,full_body_styling,1513 - 1514 - 21 - 22 - 53 - 81
171,listen_inflation,1511 - 1512 - 21 - 22 - 55 - 58
172,play_with_child,13 - 14 - 21 - 22 - 71 - 53
173,pl_win_in_board_game,12 - CVE_A2_E|82_G_1 - CVE_A1_E|82_G_1 - 532
174,pl_lose_in_board_game,12 - CVE_A2_E|82_G_1 - CVE_A1_E|82_G_1 - 533
181,soak_feet,11 - 12 - 21 - 22 - 53 - 54 - 55 - 58 - 62
182,steam_sauna,13 - 14 - 21 - 22 - 53 - 54 - 55 - 58 - 62
183,hydrotherapy_treatment,11 - 12 - 21 - 22 - 53 - 54 - 55 - 58 - 62
184,onsen_bath,11 - 12 - 21 - 22 - 53 - 54 - 55 - 58 - 62

191,aromatherapy_1,1511 - 1512 - 21 - 22 - 81 - 521 - CVE_A1_E|89_G_1
192,aromatherapy_2,1511 - 1512 - 21 - 22 - 81 - 521 - CVE_A1_E|89_G_1
193,aromatherapy_3,1511 - 1512 - 21 - 22 - 81 - 521 - CVE_A1_E|89_G_1
194,aromatherapy_4,1511 - 1512 - 21 - 22 - 81 - 521 - CVE_A1_E|89_G_1
195,aromatherapy_5,1511 - 1512 - 21 - 22 - 81 - 521 - CVE_A1_E|89_G_1
196,aromatherapy_6,1511 - 1512 - 21 - 22 - 81 - 521 - CVE_A1_E|89_G_1
197,aromatherapy_7,1511 - 1512 - 21 - 22 - 81 - 521 - CVE_A1_E|89_G_1
198,aromatherapy_8,1511 - 1512 - 21 - 22 - 81 - 521 - CVE_A1_E|89_G_1

201,official_work,21 - 11 - 12 - 22 - 71 - CVE_A2_E|82_G_1 - CVE_A1_E|82_G_1 - 506
202,battle_command,9999
205,training,21 - 15 - 16 - 22 - 71 - CVE_A2_E|81_G_1 - CVE_A1_E|81_G_1 - 701
206,exercise,21 - 15 - 16 - 22 - 71 - 508
207,cure_patient,21 - 13 - 14 - 22 - 71 - CVE_A2_E|88_G_1 - CVE_A1_E|88_G_1 - 507
208,recruit,11 - 12 - 21 - 22 - 71 - CVE_A2_E|80_G_1 - CVE_A1_E|80_G_1 - 510
209,invite_visitor,11 - 12 - 21 - 22 - 71 - CVE_A2_E|80_G_1 - CVE_A1_E|80_G_1 - 518
210,read_book,12 - 21 - 22 - 71 - 511
213,teach,1513 - 1514 - 512
214,attent_class,1511 - 1512
215,maintenance_facilities,13 - 14 - 21 - 22 - 71 - CVE_A1_E|90_G_1 - 534 - 371
216,repair_equipment,15 - 16 - 21 - 22 - 71 - 539 - CVE_A1_E|90_G_1
217,npc_work_cook,13 - 14 - 81 - CVE_A1_E|83_G_1 - 993
218,produce,13 - 14 - 21 - 22 - 71 - CVE_A1_E|90_G_1
219,plant_manage_crop,15 - 16 - 21 - 22 - 71 - CVE_A1_E|89_G_1
221,deal_with_diplomacy,11 - 12 - 21 - 22 - 71 - CVE_A1_E|80_G_1 - CVE_A1_E|82_G_1
222,train_prisoner,1511 - 1514 - 81 - 82 - 86 - 535
223,manage_facility_power,13 - 14 - 21 - 22 - 71 - CVE_A1_E|90_G_1

251,morning_salutation_1,11 - 12 - 21 - 22
252,morning_salutation_2,11 - 12 - 21 - 22 - 118 - 71 - CVE_A2_E|0_G_1 - CVE_A2_E|40_G_1 - CVE_A1_E|40_G_1 - CVE_A2_E|153_G_1 - CVE_A1_E|153_G_1
253,morning_salutation_3,11 - 12 - 21 - 22 - 71 - 113 - CVE_A2_E|3_G_1 - CVE_A2_E|21_G_1 - CVE_A1_E|42_G_1 - CVE_A1_E|25_G_1 - CVE_A1_E|153_G_1 - 520
254,night_salutation_1,9999
255,night_salutation_2,11 - 12 - 21 - 22 - 118 - 71 - CVE_A2_E|0_G_1 - CVE_A2_E|40_G_1 - CVE_A1_E|40_G_1 - CVE_A2_E|153_G_1 - CVE_A1_E|153_G_1
256,night_salutation_3,11 - 12 - 21 - 22 - 71 - 113 - CVE_A2_E|3_G_1 - CVE_A2_E|21_G_1 - CVE_A1_E|42_G_1 - CVE_A1_E|25_G_1 - CVE_A1_E|153_G_1 - 520
257,npc_assistant_cook,13 - 14 - 81 - CVE_A1_E|83_G_1 - 995 - 995

261,hold_child,1513 - 1514 - 21 - 22 - 71 - 53
262,sing_children_song,1513 - 1514 - 21 - 22 - 71 - 53
263,nuirse_child,1513 - 1514 - 21 - 22 - 71 - 53
264,change_diapers,1513 - 1514 - 21 - 22 - 71 - 53
265,teach_talk,1513 - 1514 - 21 - 22 - 71 - 53
266,give_toy,1513 - 1514 - 21 - 22 - 71 - 53

301,hand_in_hand,21 - 11 - 12 - 22 - 52 - 55 - 62
302,embrace,21 - 11 - 12 - 22 - 53 - 55 - 58 - 62
303,lap_pillow,21 - 11 - 12 - 22 - 53 - 56 - 58 - 62
304,kiss,21 - 11 - 12 - 22 - 1101 - 51 - 53 - 58 - 62 - 118 - CVE_A2_E|40_G_1 - CVE_A1_E|40_G_1 - CVE_A2_E|153_G_1 - CVE_A1_E|153_G_1
305,kiss_fail,11 - 12 - 62
310,touch_head,21 - 11 - 12 - 22 - 52 - 53 - 55 - 58 - 62
311,touch_breast,21 - 11 - 12 - 58 - 62 - 111 - CVE_A2_E|1_G_1 - CVE_A1_E|41_G_1
312,touch_buttocks,21 - 11 - 12 - 54 - 57 - 58 - 59 - 62 - CVE_A2_E|0_G_1
313,touch_ears,21 - 11 - 12 - 22 - 52 - 53 - 58 - 62 - 119 - CVE_A2_E|154_G_1 - CVE_A1_E|41_G_1
314,touch_horn,21 - 11 - 12 - 22 - 52 - 53 - 58 - 62 - 119 - CVE_A2_E|154_G_1 - CVE_A1_E|41_G_1
315,touch_tail,21 - 11 - 12 - 22 - 52 - 53 - 58 - 62 - 119 - CVE_A2_E|154_G_1 - CVE_A1_E|41_G_1
316,touch_ring,21 - 11 - 12 - 22 - 52 - 53 - 58 - 62 - 119 - CVE_A2_E|154_G_1 - CVE_A1_E|41_G_1
317,touch_wing,21 - 11 - 12 - 22 - 52 - 53 - 58 - 62 - 119 - CVE_A2_E|154_G_1 - CVE_A1_E|41_G_1
318,touch_tentacle,21 - 11 - 12 - 22 - 52 - 53 - 58 - 62 - 119 - CVE_A2_E|154_G_1 - CVE_A1_E|41_G_1
319,touch_car,21 - 11 - 12 - 22 - 52 - 53 - 58 - 62 - 119 - CVE_A2_E|154_G_1 - CVE_A1_E|41_G_1
320,touch_clitoris,21 - 11 - 12 - 49 - 57 - 58 - 60 - 62 - 112 - CVE_A2_E|2_G_1 - CVE_A1_E|41_G_1
321,touch_vagina,21 - 11 - 12 - 49 - 57 - 58 - 59 - 60 - 62 - 114 - CVE_A2_E|4_G_1 - CVE_A2_E|65_G_1 - CVE_A1_E|41_G_1
322,touch_anus,21 - 11 - 12 - 49 - 57 - 58 - 59 - 60 - 62 - 115 - CVE_A2_E|5_G_1 - CVE_A2_E|66_G_1 - CVE_A1_E|41_G_1
323,milk,21 - 11 - 12 - 21 - 22 - 42 - 54 - 58 - 111 - CVE_A2_E|1_G_1 - CVE_A2_E|22_G_1 - 336 - 519
324,invite_to_bath,11 - 12 - 21 - 22 - 537 - 702

331,raise_skirt,21 - 11 - 12 - 54 - 58 - 62 - 605
332,smell_underwear,9999
333,ask_for_pan,21 - 11 - 12 - 57 - 58 - 62 - 621
334,ask_for_socks,21 - 11 - 12 - 57 - 58 - 62 - 622
335,steal_pan,1513 - 1514 - 621
336,steal_socks,1513 - 1514 - 622
337,steal_scene_all_pan,1513 - 1514 - 623
338,steal_scene_all_socks,1513 - 1514 - 624

341,bagging_and_moving,1515 - 1516 - 513 - 952
342,put_into_prison,1515 - 1516 - 514 - 153
343,set_free,1511 - 1512 - 515
344,release_from_bag,1515 - 1516 - 540

351,confession,11 - 12 - 53 - 54 - 55 - 950
352,confession_failed,11 - 12 - 62
353,give_necklace,11 - 12 - 56 - 57 - 58 - 951
354,give_necklace_failed,11 - 12 - 62
356,low_obscenity_anus,13 - 14 - 62 - 151
357,high_obscenity_anus,13 - 14 - 62 - 152

360,h,405 - 462 - 464 - 603 - 605 - 752 - 1409
361,h_by_active,405 - 462 - 464 - 603 - 605 - 752 - 1409
362,end_h,526 - 753 - 528 - 404 - 631
363,no_conscious_h_end,526 - 753 - 528 - 404 - 631
364,do_h_fail,526 - 753 - 528 - 404 - 631 - 153
365,h_hp_0,526 - 753 - 528 - 404 - 631
366,t_h_hp_0,526 - 753 - 528 - 404 - 631

370,ask_group_sex,406 - 462 - 464 - 608 - 1410 - 10010
371,group_sex_end,529 - 407 - 636 - 800 - 10011
372,ask_group_sex_fail,530
373,group_sex_pl_hp_0_end,529 - 407 - 636 - 800 - 10011
374,group_sex_npc_hp_0_end,1503 - 528 - 403 - 635
375,group_sex_to_h,9999
376,join_group_sex,CVE_A1_E|56_G_1 - 462 - 602 - 604 - 1408 - 1418 - 10010
377,refuse_join_group_sex,23 - 24 - 153 - 364 - 1512 - 1524 - 1602 - 1721
378,other_sex_be_found_to_group_sex,405 - 462 - 464 - 473 - 476 - 603 - 605 - 753 - 1404 - 1409 - 10010
379,discover_other_sex_and_join,CVE_A1_E|56_G_1 - 462 - 602 - 604 - 1408 - 1418 - 10010

380,ask_hidden_sex,405 - 464 - 603 - 605 - 1409 - CVE_A1_E|35_G_1 - CVE_A2_E|35_G_1
381,ask_hidden_sex_fail,526 - 528 - 404 - 631 - 153
382,other_sex_be_found_to_hidden_sex,476 - 1404 - CVE_A1_E|35_G_1 - CVE_A2_E|35_G_1

386,ask_exhibitionism_sex,405 - 462 - 464 - 603 - 605 - 1409 - CVE_A1_E|34_G_1 - CVE_A2_E|34_G_1
387,ask_exhibitionism_sex_fail,526 - 528 - 404 - 631 - 153
388,other_sex_be_found_to_exhibitionism_sex,472 - 1404 - CVE_A1_E|34_G_1 - CVE_A2_E|3_G_1

390,h_interrupt,526 - 753 - 528 - 404 - 631
391,see_h_and_interrupt,23 - 24 - 1511 - 1512 - 1524 - 1602
393,see_h_but_deceived,364 - 1512 - 1523 - 1721
393,see_h_and_leave,364 - 1512 - 1523 - 1721
394,see_h_but_ignore,1512 - 1523

401,making_out,21 - 13 - 14 - 22 - 49 - 110 - CVE_A2_E|0_G_1 - CVE_A1_E|41_G_1
402,kiss_h,21 - 13 - 14 - 22 - 1101 - 49 - 118 - CVE_A2_E|40_G_1 - CVE_A1_E|40_G_1 - CVE_A2_E|153_G_1 - CVE_A1_E|153_G_1 - 840
403,breast_caress,21 - 13 - 14 - 22 - 49 - 111 - CVE_A2_E|1_G_1 - CVE_A1_E|41_G_1
404,twiddle_nipples,21 - 13 - 14 - 22 - 49 - 111 - CVE_A2_E|1_G_1 - CVE_A1_E|41_G_1
405,breast_sucking,21 - 13 - 14 - 22 - 49 - 111 - CVE_A2_E|1_G_1 - CVE_A1_E|42_G_1
406,clit_caress,21 - 13 - 14 - 22 - 49 - 112 - CVE_A2_E|2_G_1 - CVE_A1_E|41_G_1
407,open_labia,21 - 13 - 14 - 22 - 49 - 112 - CVE_A2_E|2_G_1 - CVE_A1_E|41_G_1
408,open_anus,21 - 13 - 14 - 22 - 49 - 115 - CVE_A2_E|5_G_1 - CVE_A1_E|41_G_1
409,cunnilingus,21 - 13 - 14 - 22 - 49 - 112 - 114 - CVE_A2_E|4_G_1 - CVE_A1_E|42_G_1 - CVE_A1_E|42_G_1
410,lick_anal,21 - 13 - 14 - 22 - 49 - 115 - CVE_A2_E|5_G_1 - CVE_A1_E|42_G_1
411,finger_insertion,21 - 13 - 14 - 22 - 49 - 55 - 58 - 62 - 114 - CVE_A2_E|4_G_1 - CVE_A2_E|65_G_1 - CVE_A1_E|41_G_1
412,anal_caress,21 - 13 - 14 - 22 - 49 - 58 - 60 - 62 - 115 - CVE_A2_E|5_G_1 - CVE_A2_E|66_G_1 - CVE_A1_E|41_G_1
413,make_masturebate,21 - 13 - 14 - 22 - 41 - 49 - 51 - 54 - 57 - 58 - 62 - CVE_A2_E|41_G_1 - CVE_A2_E|47_G_1
414,make_lick_anal,21 - 13 - 14 - 22 - 51 - 56 - 57 - 58 - 62 - 118 - 120 - CVE_A2_E|30_G_1 - CVE_A2_E|42_G_1
415,keep_enjoy,51 - 58 - 62
416,sedecu,21 - 13 - 14 - 22 - 53 - 54 - 56
417,ask_pee,21 - 13 - 14 - 33 - 47 - 57 - 58 - 62 - CVE_A2_E|6_G_1 - CVE_A2_E|23_G_1 - CVE_A2_E|34_G_1
418,masturebate,1513 - 1514 - 21 - 1503 - 1521 - 49 - 54 - 58 - 81 - CVE_A1_E|54_G_1 - 456 - 458 - 524

420,handjob,21 - 13 - 14 - 22 - 51 - 52 - 54 - 56 - 58 - 62 - 70 - 110 - 141 - CVE_A2_E|30_G_1 - CVE_A2_E|41_G_1 - 807
421,blowjob,21 - 13 - 14 - 22 - 41 - 51 - 52 - 54 - 56 - 58 - 62 - 70 - 118 - 142 - CVE_A2_E|30_G_1 - CVE_A2_E|42_G_1 - CVE_A2_E|153_G_1 - 804 - 1107
422,paizuri,21 - 13 - 14 - 22 - 42 - 49 - 51 - 52 - 54 - 56 - 58 - 62 - 70 - 111 - 144 - CVE_A2_E|1_G_1 - CVE_A2_E|30_G_1 - CVE_A2_E|43_G_1 - 805
423,footjob,21 - 13 - 14 - 22 - 51 - 54 - 56 - 58 - 62 - 70 - 110 - 143 - CVE_A2_E|30_G_1 - CVE_A2_E|44_G_1 - 813
424,hairjob,21 - 13 - 14 - 22 - 51 - 52 - 54 - 56 - 58 - 62 - 70 - 141 - CVE_A2_E|30_G_1 - CVE_A2_E|45_G_1 - 802
425,axillajob,21 - 13 - 14 - 22 - 51 - 52 - 54 - 56 - 58 - 62 - 70 - 110 - 120 - CVE_A2_E|30_G_1 - CVE_A2_E|46_G_1 - 806
426,rub_buttock,21 - 13 - 14 - 22 - 43 - 49 - 51 - 52 - 56 - 58 - 62 - 70 - 110 - 143 - CVE_A2_E|4_G_1 - CVE_A2_E|30_G_1 - 812
427,hand_blowjob,21 - 13 - 14 - 22 - 51 - 52 - 54 - 56 - 58 - 62 - 70 - 118 - 142 - CVE_A2_E|30_G_1 - CVE_A2_E|41_G_1 - CVE_A2_E|42_G_1 - CVE_A2_E|153_G_1 - 804 - 1107
428,tits_blowjob,21 - 13 - 14 - 22 - 42 - 51 - 52 - 54 - 56 - 58 - 62 - 70 - 118 - 142 - CVE_A2_E|1_G_1 - CVE_A2_E|30_G_1 - CVE_A2_E|41_G_1 - CVE_A2_E|43_G_1 - CVE_A2_E|153_G_1 - 804 - 1107
429,focus_blowjob,21 - 13 - 14 - 22 - 51 - 52 - 54 - 56 - 58 - 62 - 70 - 118 - 142 - CVE_A2_E|30_G_1 - CVE_A2_E|42_G_1 - CVE_A2_E|153_G_1 - 804 - 1107
430,deep_throat,21 - 13 - 14 - 22 - 51 - 52 - 54 - 56 - 58 - 59 - 60 - 62 - 70 - 118 - 142 - CVE_A2_E|30_G_1 - CVE_A2_E|32_G_1 - CVE_A2_E|42_G_1 - CVE_A2_E|153_G_1 - 804 - 1107
431,sixty_nine,21 - 13 - 14 - 22 - 49 - 51 - 56 - 58 - 62 - 70 - 114 - 118 - 142 - CVE_A2_E|4_G_1 - CVE_A2_E|30_G_1 - CVE_A2_E|42_G_1 - CVE_A1_E|42_G_1 - CVE_A2_E|153_G_1 - CVE_A1_E|153_G_1 - 804 - 1107
432,legjob,21 - 13 - 14 - 22 - 41 - 51 - 52 - 56 - 58 - 62 - 70 - 110 - 143 - CVE_A2_E|30_G_1 - 812
433,tailjob,21 - 13 - 14 - 22 - 41 - 51 - 52 - 56 - 58 - 62 - 70 - 119 - 120 - CVE_A2_E|30_G_1 - 814
434,face_rub,21 - 13 - 14 - 22 - 41 - 51 - 52 - 57 - 58 - 62 - 70 - 110 - 120 - CVE_A2_E|30_G_1 - 803
435,horn_rub,21 - 13 - 14 - 22 - 41 - 51 - 52 - 57 - 58 - 62 - 70 - 119 - 120 - CVE_A2_E|30_G_1 - 815
436,ears_rub,21 - 13 - 14 - 22 - 41 - 51 - 52 - 57 - 58 - 62 - 70 - 119 - 120 - CVE_A2_E|30_G_1 - 816
437,clean_blowjob,21 - 13 - 14 - 22 - 41 - 51 - 52 - 54 - 56 - 58 - 62 - 70 - 118 - 142 - CVE_A2_E|30_G_1 - CVE_A2_E|42_G_1 - CVE_A2_E|153_G_1 - 804 - 1107 - 1406

451,body_lubricant,21 - 13 - 14 - 58 - 62 - 941 - 1001
452,birth_control_pills_before,21 - 13 - 14 - 62 - 948 - 1009
453,birth_control_pills_after,21 - 13 - 14 - 58 - 62 - 949 - 1010
454,philter,21 - 13 - 14 - 62 - 942 - 1002
455,enemas,9999
456,diuretics_once,21 - 13 - 14 - 62 - 944 - 1005
457,diuretics_persistent,21 - 13 - 14 - 62 - 945 - 1006
458,sleeping_pills,21 - 13 - 14 - 62 - 946 - 1007
459,clomid,21 - 13 - 14 - 58 - 62 - 947 - 1008

471,put_condom,1514 - 58 - 953 - 1011
472,take_condom_out,1511 - 1012
473,urethral_swab,13 - 14 - 21 - 39 - 57 - 58 - 60 - 62 - 116 - 522 - CVE_A2_E|6_G_1 - CVE_A2_E|67_G_1 - 954
474,electric_message_stick,21 - 13 - 14 - 22 - 49 - 55 - 62 - 112 - CVE_A2_E|2_G_1 - CVE_A2_E|51_G_1
481,nipples_love_egg,21 - 13 - 14 - 22 - 49 - 55 - 62 - 111 - CVE_A2_E|1_G_1 - CVE_A2_E|51_G_1
482,nipple_clamp_on,21 - 13 - 14 - 22 - 42 - 49 - 54 - 55 - 59 - 62 - CVE_A2_E|1_G_1 - CVE_A2_E|51_G_1 - 915
483,nipple_clamp_off,916
484,clit_love_egg,21 - 13 - 14 - 22 - 49 - 55 - 62 - 112 - CVE_A2_E|2_G_1 - CVE_A2_E|51_G_1
485,clit_clamp_on,21 - 13 - 14 - 22 - 43 - 49 - 54 - 55 - 59 - 62 - CVE_A2_E|2_G_1 - CVE_A2_E|51_G_1 - 917
486,clit_clamp_off,918
491,vibrator_insertion,21 - 13 - 14 - 22 - 1103 - 45 - 49 - 54 - 59 - 62 - CVE_A2_E|4_G_1 - CVE_A2_E|51_G_1 - 911
492,vibrator_insertion_off,912
493,vibrator_insertion_anal,21 - 13 - 14 - 22 - 1104 - 46 - 49 - 54 - 59 - 62 - CVE_A2_E|1_G_1 - CVE_A2_E|51_G_1 - 913
494,vibrator_insertion_anal_off,914
495,anal_beads,21 - 13 - 14 - 22 - 46 - 57 - 58 - 59 - 62 - CVE_A2_E|1_G_1 - CVE_A2_E|51_G_1 - 919
496,anal_beads_off,920
497,clyster,21 - 13 - 14 - 22 - 57 - 58 - 59 - 62 - 71 - CVE_A2_E|1_G_1 - CVE_A2_E|51_G_1 - 943 - 1003 - 115 - CVE_A2_E|53_G_1
498,anal_plug,9999
499,clyster_end,21 - 13 - 14 - 22 - 55 - 57 - 58 - 62 - 71 - CVE_A2_E|1_G_1 - CVE_A2_E|51_G_1 - 1004 - 115

501,normal_sex,21 - 15 - 16 - 22 - 1103 - 49 - 51 - 53 - 62 - 70 - 122 - 131 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|65_G_1 - CVE_A1_E|60_G_1 - 808 - 851
502,back_sex,21 - 15 - 16 - 22 - 1103 - 49 - 51 - 57 - 62 - 70 - 122 - 131 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|65_G_1 - CVE_A1_E|60_G_1 - 808 - 852
503,riding_sex,21 - 15 - 16 - 22 - 1103 - 49 - 51 - 56 - 62 - 70 - 122 - 131 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|65_G_1 - CVE_A1_E|60_G_1 - 808 - 854
504,face_seat_sex,21 - 15 - 16 - 22 - 1103 - 49 - 51 - 52 - 62 - 70 - 122 - 131 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|65_G_1 - CVE_A1_E|60_G_1 - 808 - 855
505,back_seat_sex,21 - 15 - 16 - 22 - 1103 - 49 - 51 - 52 - 62 - 70 - 122 - 131 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|65_G_1 - CVE_A1_E|60_G_1 - 808 - 856
506,face_stand_sex,21 - 15 - 16 - 22 - 1103 - 49 - 51 - 58 - 62 - 70 - 122 - 131 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|65_G_1 - CVE_A1_E|60_G_1 - 808 - 857
507,back_stand_sex,21 - 15 - 16 - 22 - 1103 - 49 - 51 - 58 - 62 - 70 - 122 - 131 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|65_G_1 - CVE_A1_E|60_G_1 - 808 - 858
508,back_riding_sex,21 - 15 - 16 - 22 - 1103 - 49 - 51 - 56 - 62 - 70 - 122 - 131 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|65_G_1 - CVE_A1_E|60_G_1 - 808 - 854
511,stimulate_g_point,21 - 15 - 16 - 22 - 1103 - 49 - 51 - 62 - 70 - 122 - 131 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|65_G_1 - CVE_A1_E|60_G_1 - 808
512,womb_os_caress,21 - 15 - 16 - 22 - 1103 - 48 - 49 - 51 - 62 - 70 - 125 - 131 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|7_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|65_G_1 - CVE_A2_E|68_G_1 - CVE_A1_E|60_G_1 - 808
513,womb_insertion,21 - 15 - 16 - 22 - 1103 - 1109 - 49 - 51 - 62 - 70 - 125 - 131 - 134 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|7_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|64_G_1 - CVE_A2_E|65_G_1 - CVE_A2_E|68_G_1 - CVE_A1_E|60_G_1 - 809 - 867
514,womb_sex,21 - 15 - 16 - 22 - 1103 - 1109 - 49 - 51 - 62 - 70 - 125 - 131 - 134 - 145 - CVE_A2_E|4_G_1 - CVE_A2_E|7_G_1 - CVE_A2_E|32_G_1 - CVE_A2_E|61_G_1 - CVE_A2_E|64_G_1 - CVE_A2_E|65_G_1 - CVE_A2_E|68_G_1 - CVE_A1_E|60_G_1 - 809 - 868
515,external_womb_massage,21 - 13 - 14 - 22 - 49 - 62 - 81 - 117 - CVE_A2_E|7_G_1 - CVE_A1_E|41_G_1
521,normal_anal_sex,21 - 15 - 16 - 22 - 1104 - 49 - 51 - 53 - 62 - 70 - 123 - 132 - 146 - CVE_A2_E|5_G_1 - CVE_A2_E|62_G_1 - CVE_A2_E|66_G_1 - CVE_A1_E|60_G_1 - 810 - 851
522,back_anal_sex,21 - 15 - 16 - 22 - 1104 - 49 - 51 - 57 - 62 - 70 - 123 - 132 - 146 - CVE_A2_E|5_G_1 - CVE_A2_E|62_G_1 - CVE_A2_E|66_G_1 - CVE_A1_E|60_G_1 - 810 - 852
523,riding_anal_sex,21 - 15 - 16 - 22 - 1104 - 49 - 56 - 51 - 62 - 70 - 123 - 132 - 146 - CVE_A2_E|5_G_1 - CVE_A2_E|62_G_1 - CVE_A2_E|66_G_1 - CVE_A1_E|60_G_1 - 810 - 853
524,face_seat_anal_sex,21 - 15 - 16 - 22 - 1104 - 49 - 51 - 52 - 62 - 70 - 123 - 132 - 146 - CVE_A2_E|5_G_1 - CVE_A2_E|62_G_1 - CVE_A2_E|66_G_1 - CVE_A1_E|60_G_1 - 810 - 855
525,back_seat_anal_sex,21 - 15 - 16 - 22 - 1104 - 49 - 51 - 52 - 62 - 70 - 123 - 132 - 146 - CVE_A2_E|5_G_1 - CVE_A2_E|62_G_1 - CVE_A2_E|66_G_1 - CVE_A1_E|60_G_1 - 810 - 856
526,face_stand_anal_sex,21 - 15 - 16 - 22 - 1104 - 49 - 51 - 58 - 62 - 70 - 123 - 132 - 146 - CVE_A2_E|5_G_1 - CVE_A2_E|62_G_1 - CVE_A2_E|66_G_1 - CVE_A1_E|60_G_1 - 810 - 857
527,back_stand_anal_sex,21 - 15 - 16 - 22 - 1104 - 49 - 51 - 58 - 62 - 70 - 123 - 132 - 146 - CVE_A2_E|5_G_1 - CVE_A2_E|62_G_1 - CVE_A2_E|66_G_1 - CVE_A1_E|60_G_1 - 810 - 858
