273,,204,sys_0&t_virgin_0&love_le_2&last_cmd_back_sex&t_turn_orgasm_g_1&本次h中进行过膣内射精&t_vfeel_ge_3&high_5,“啊……啊嗯~”高高地翘起臀部趴着，接受了{Name}最后一次冲撞的{TargetName}发出低低的娇声。\n在插入的阴茎从湿乎乎的股间拔出来之后，之前射进去的精液下流地从{TargetName}的两腿间滴了下来。\n“嗯……嗯唔……结束了吗？”撑起上身的{TargetName}红着脸遮挡住自己的下体。\n“没什么……也不是说很喜欢这种姿势。”\n“……处理工作结束了的话就不要再问羞耻的问题了可以吗？”
274,,204,sys_0&t_virgin_0&love_le_2&last_cmd_back_sex&t_turn_v_orgasm_g_3&本次h中进行过膣内射精&t_vfeel_ge_5&high_5,腰部完全被{Name}撞地酥软的垮了下来的{TargetName}，高高地翘起屁股让阴茎从已经湿的一塌糊的小穴里面滋噜地滑出去。\n“嗯……嗯唔……”不知道为什么眼睑湿润了的{TargetName}保持着这个姿势轻轻地颤抖。\n混合着射入的精液的淫水从因为快感而微微张开着的阴唇中流了出来。\n“不要看那里……哈……嗯……{PlayerNickName}……”感受着液体从难以闭合的股间下流地流出来的{TargetName}羞红了脸，深深的埋进了自己的臂弯里面。
276,,204,sys_0&t_virgin_0&love_le_2&last_cmd_sex&前一指令时主人公射精&high_5,微微皱着眉头，感受着热量灌注进小腹的{TargetName}安静地等待{Name}射精结束。\n吐着细微的热气，在短暂地温存了一小会之后{TargetName}抬起腰将阴茎拔了出来。\n“舒服了吗……已经满足了吧。”\n{TargetName}红着脸叹了口气，小腹收缩着将白色的液体慢慢地从下体挤出。\n“满足了的话，我要去处理一下了，不及时处理的话会很麻烦的。”
277,,204,sys_0&t_virgin_0&love_le_2&t_hp_low&本次h中进行过膣内射精&high_2,结束之后缓慢地吐息着的{TargetName}靠在{Name}的身上休息。\n“呼……真是的……{TargetName}又不是{PlayerNickName}的玩具……”{TargetName}睁开疲劳的眼睛侧头看着{Name}，“被内射之后……又被玩得动不了……”\n“这种麻烦的工作，可以向{PlayerNickName}申请额外的假期吗……”
278,,204,sys_0&t_virgin_0&love_le_2&penis_in_t_vagina&high_2&今日还未中出,“嗯……”{TargetName}静静地看着抱着自己的腰插入阴茎的{Name}的双眼，“结束了话，可以拔出来了吗？”\n“虽然这样说很奇怪……是感觉不舒服吗？”\n“这样……”{TargetName}抚摸着被撑开的小腹让阴茎退了出去，“嗯，没什么。”
279,,204,sys_0&t_virgin_0&love_le_2&penis_in_t_vagina&今日已中出&high_2,再多抽插了一会之后，结束了做爱的{Name}拔出了阴茎，一些射入的精液因为收缩的小腹肌肉被从阴道里面挤了出来。\n“……精液射在里面了。”{TargetName}吐出一口气低垂下眼睛拿起纸巾擦拭流到大腿上的精液，“插在里面舒服吗？”\n“这样，你舒服了就好。那我的工作也完成了，可以去清理一下了吗。”
280,,204,sys_0&t_virgin_0&love_le_2&本次h中进行过三次以上膣内射精&high_2,{TargetName}的手放在自己的小腹上轻轻地按压，射进去的精液沿着大腿流了出来。\n仔细地拿起纸巾擦拭流出来的体液的{TargetName}忧郁地叹了口气，“虽然说是帮忙处理性欲，{TargetName}也不是{Name}的飞机杯来着。”\n“这么多射进来，会怀孕的……”红着脸小声地抱怨着的{TargetName}瞪了一眼{Name}。
292,,204,sys_0&love_le_2&hp_low&本次h中进行过膣内射精&high_2,结束了之后原本还因为被内射而想要抱怨几句的{TargetName}看着疲劳的{Name}，无奈地叹了口气转过身清理起射入膣穴的精液。\n“{PlayerNickName}休息好了也快点穿上衣服吧。”
293,,204,sys_0&love_le_2&last_cmd_footjob&前一指令时主人公射精&t_submit_ge_3&high_5,{TargetName}露出了困扰的表情看着在自己的脚上即将因为射精晕厥过去的{Name}。\n“总感觉这样结束的话，会给{PlayerNickName}培养出奇怪的性癖的。”\n最后用脚趾夹住变得柔软的阴茎，帮{Name}做了结束的脚底按摩的{TargetName}长长叹了口气，“变得没法正常射精了也不要怪{TargetName}啊”
295,,204,sys_0&love_le_2&last_cmd_sex&前一指令时主人公射精&high_5&t_virgin_0,“嗯……嗯……”咬着下嘴唇接受了{Name}的精液注入的{TargetName}红着脸看着已将因为射精晕厥过去的{Name}。\n“……射精，结束了吗？嘛……{PlayerNickName}舒服了的话那就好，不过现在这个样子怎么看都是听不到的状态呢。”\n{TargetName}按住{Name}的腰将结束了射精的阴茎从下体拔出，“虽然是完成了工作……又追加了帮{PlayerNickName}处理事后的工作吗？唉……”\n按住自己喘息的小腹，用纸巾擦掉了流出来的液体的{TargetName}无奈地叹了口气。
296,,204,sys_0&love_le_2&penis_in_t_mouse&high_2&t_submit_ge_3&前一指令时主人公射精,“嗯……嗯嗯……咕嗯……”{TargetName}皱着眉头含住即将结束射精的阴茎。\n“射干净……一点……滋……滋噜……”稍微用力地吮吸开始变软的阴茎，一边推着{Name}的腰让阴茎从口中拔出去一边将里面残留的液体吸了出来。\n“滋吥……”拔出了阴茎之后{TargetName}恰当地处理掉了含在嘴里的精液。\n“……诶……刚刚射精的时候{PlayerNickName}晕过去了吗？唉……处理掉{PlayerNickName}的精液之后还要处理事后吗。”
299,,204,sys_0&love_le_2&penis_in_t_vagina&high_2&今日还未中出&t_virgin_0,“……诶……”感受着膣内的肉根突然变软一点点地被肉穴挤出去的{TargetName}发出了惊讶的声音。\n“{PlayerNickName}晕过去了啊。嘛……在射在里面之前结束，对我来说也能轻松一点。”\n{TargetName}推着乏力的{Name}将阴茎从体内拔了出去。\n“辛苦了，下次最好多注意一下自己的体力，{PlayerNickName}。”
300,,204,sys_0&love_le_2&penis_in_t_vagina&今日已中出&high_2&t_virgin_0,“叽噜……”{TargetName}用力地收缩腹部，将{Name}变软的阴茎和之前射入阴道的精液从体内挤了出去。\n“中出了女孩子之后就这么不负责任的不动了，{PlayerNickName}真是随心所欲的家伙”{TargetName}一边抱怨着一边将身体分开。\n“这样工作应该就是完成了，呼……”拿起纸巾清理起自己的下体的{TargetName}慢慢平息自己的喘息，“{PlayerNickName}以后也留点体力清理一下自己的身体比较好吧，不要把这种事情都推给女孩子。唉……”
303,,204,sys_0&love_le_2&前一指令时主人公射精&high_2,“……嗯……又射了呢……”\n“嗯，已经抬不起来了吗？那就到这里结束好了。”\n“顺便多说一句，虽然知道{PlayerNickName}很舒服，但是这样透支体力的话会伤身体的知道吗？”淡金色的眼中混合着些许无奈和担心的情绪。
304,,204,sys_0&love_le_2&前一指令时主人公射精&high_2&t_submit_ge_3,“诶……射精的时候晕过去了吗？”\n“做的太过头了吧，对自己的身体没有自知之明的家伙。”\n“最后再帮你一下好了”{TargetName}拿起纸巾垫在{Name}的龟头下面，手指握住{Name}开始变软的肉根温柔地挤出没有力气射出的残液。\n最后结束了榨取的{TargetName}擦干净了疲惫的肉根，“唉……醒来之后要好好感谢我哦。”
305,,204,sys_0&love_le_2&last_cmd_handjob_type&前一指令时主人公射精&t_submit_ge_3&high_5,{TargetName}用手托起即将结束射精的肉竿根部，“……已经射不动了吗？”\n“唉……再帮你一下好了，结束之前不射干净的话里面会黏糊糊地很难受的吧。”\n{TargetName}的手指按住根部，扶着软下来的肉棒挤出残留的汁液。\n“没什么，本来就是要帮你处理的。处理干净一点的话我也可以少做一些这种事情。”
306,,204,sys_0&love_le_2&last_cmd_handjob_type&前一指令时主人公射精&t_submit_l_3&high_5,“好了，这样看起来就应该是最后一发了呢。”\n看着手中的肉竿开始射出精液之后{TargetName}放开了牵着肉竿的手指。\n“最后能这样轻松地结束真是太好了。”{TargetName}轻轻叹了口气，“不过{PlayerNickName}竟然射晕过去了吗？真是随心所欲的家伙。”
318,,204,sys_0&love_le_2&penis_in_t_vagina&前一指令时对象V高潮&high_2&t_virgin_0,“嗯……！嗯嗯……”用力地收缩高潮中的膣穴，最后一次抵抗插入的阴茎的{TargetName}，松弛了全身的肌肉陷入了气绝之中。\n……”可以……结束了吧。好累，不想动……”从快感中慢慢回复过来的{TargetName}就像是不愿意面对现实一样闭上了疲倦的眼睛。
319,,204,sys_0&love_le_2&penis_in_t_vagina&前一指令时主人公射精&high_2&t_virgin_0,“嗯……嗯嗯……”苦恼地感受着不断射入膣内的热流，疲惫不堪的{TargetName}无力地抓挠着周围的东西发出了痛苦地呻吟。\n……推着结束了射精的{Name}的腰要求结束交合的{TargetName}，放任刚刚射入的精液从无力的膣穴中丑陋地流出。\n“{PlayerNickName}……唉……”不愿意面对现实一样地，{TargetName}靠在{Name}的身上闭上了眼睛。
320,,204,sys_0&love_le_2&本次h中进行过口内射精&high_2,“咳……咳嗯……”似乎是因为之前射入口中的精液，{TargetName}有些难受地捂着嘴咳嗽起来。\n“我没事……咳……嗯……稍微让我休息一会……”\n“现在不想说话……喉咙难受……”疲倦地{TargetName}慢慢闭上了眼睛。
321,,204,sys_0&love_le_2&本次h中进行过膣内射精&high_2,扶着{Name}的腰才能勉强地不倒下的{TargetName}，一边喘息着一边用幽怨又疲惫的双眼看着{Name}。\n之前射入的精液，混合着{TargetName}的体液从无力收紧的阴道里面流了出来。\n“啊……麻烦了……哈……{PlayerNickName}……能帮我拿一下……那个……纸巾……呼嗯……”\n“……不快点处理掉的话……就糟糕了……”
322,133,204,sys_0&love_le_2&t_turn_orgasm_0&high_5,全身是汗的{TargetName}沉默地盯着{Name}，带了深深的疲意长长地叹了口气。\n“唉……{PlayerNickName}真是一个……技术差劲的家伙……”{TargetName}放弃了似的闭上了双眼。
323,,204,sys_0&love_le_2&前一指令时对象c高潮&high_2&place_have_furniture,“啊！嗯……”用力地向上抬起腰，剧烈地高潮了的{TargetName}短暂地陷入了昏迷。\n……当{TargetName}再次醒来时，{TargetName}迷茫地盯了{Name}一会，接着痛苦地闭上了眼睛。\n“工作已经……可以结束了吧……{PlayerNickName}……”
324,,204,sys_0&love_le_2&前一指令时对象v高潮&high_2,“嗯……！”按着自己的小腹，用力地加紧大腿的{TargetName}因为没有多余的体力抵抗快感，短暂地晕了过去。\n……当{TargetName}再次醒来时，感受着下腹部仍在轻微地抽搐的膣穴，{TargetName}放弃了似的，再次闭上了疲劳的眼睛。\n“我可以……请求结束吗？……好累……”
330,,204,sys_0&love_le_2&penis_in_t_mouse&前一指令时主人公射精&high_1,“嗯……嗯！嗯{PlayerNickName}停……咕。”正在被{Name}从口中射入精液的{TargetName}，从下面急切地用淡金色的眼睛看着{Name}。\n按住{Name}的腰从口中拔出还在一点点射出精液的阴茎的{TargetName}，捂住嘴转过身去。\n“都说了停下……被其他人看到了……”将精液处理掉了的{TargetName}和{Name}拉开了距离。
334,,204,sys_0&love_le_2&本次h中进行过口内射精&high_1,示意{Name}停下的{TargetName}用手捂住嘴，皱着眉头注意着不让口中残留的气味漏出来被{入侵者}发现。\n“……没事……”{TargetName}躲到了{Name}的身后，直到确认清理完口中残留的液体之后才愿意开口说话。
335,,204,sys_0&love_le_2&本次h中进行过膣内射精&high_1,察觉到了{入侵者}的进入，{TargetName}用力地推开{Name}，遮挡住了正在漏出精液的下体。\n“……没什么，只是刚刚在做{PlayerNickName}给的工作……”\n注意着不被发现下身的进行过的秘事的{TargetName}不动神色地穿好了衣服。
336,,204,sys_0&love_le_2&本次h中进行过膣内射精&high_1&t_exhibit_ge_3,“{PlayerNickName}，停……”{TargetName}按住抱着自己的{Name}胸口，主动从{Name}的怀抱中离开。\n“{入侵者}小姐在……”似乎是没有注意到从股间流下来的液体一样，{TargetName}无意识地露出被精液弄脏了的大腿，宣告着刚刚进行的淫事。\n“啊……糟了……”事后才发现的{TargetName}，红着脸躲到了{Name}的身后快速地整理好自己的衣服。
340,,204,sys_0&love_le_2&前一指令时对象高潮&high_1,“等……嗯……嗯唔！”用力地抓住{Name}的臂弯在{入侵者}的面前陷入了高潮的{TargetName}，像不愿意面对现实一样地闭上了眼睛。\n最后回复过来的{TargetName}逃也似的挣脱了{Name}，躲到了比较远的地方慢慢平息自己的兴奋的身体。
341,,204,sys_0&love_le_2&前一指令时主人公射精&high_1,“啊……{入侵者}小姐……这个是……”\n正好被{入侵者}目击到了在自己的身上射精的{Name}，{TargetName}羞耻地推开了结束了射精的{Name}。\n“……只是在帮{Name}处理而已。”逐渐回复冷静的{TargetName}清理掉了身上的残液。
342,134,204,sys_0&love_le_2&last_cmd_handjob_type&high_1,被{入侵者}目击到了正握着{Name}的阴茎上下撸动的样子的{TargetName}，撒手方放开了{Name}的阴茎。\n“……{入侵者}小姐，这个只是在工作……”{TargetName}拿纸巾快速地擦干净手，害羞地看向了别的地方。
343,,204,sys_0&love_le_2&last_cmd_handjob_type&high_1&前一指令时主人公射精,“……啊……”正盯着在自己的手中射精的阴茎的{TargetName}察觉到了{入侵者}的闯入。\n毫不犹豫地将{Name}即将结束射精的阴茎丢到一边，拿起纸巾擦干净了自己的手指。\n“{入侵者}小姐……这个只是，在做特殊的工作……”微红着脸不敢与{入侵者}对视的{TargetName}低下了头。
492,,204,sys_0&t_cfeel_ge_3&上一指令时发生C高潮&high_5&place_have_furniture,“哈……啊嗯……哈……”刚刚才进行过绝顶的{TargetName}气喘吁吁地靠在{Name}的臂弯上。\n“休息一下……”{TargetName}有些湿润的眼瞳看着{Name}的眼睛，手按在{Name}的手臂上请求停止。\n完全不顾{TargetName}的想法，手指抓住了{Name}的湿润的阴蒂细细地开始了搓捻。\n露出了幽怨的表情，皱着眉毛忍受着更加强烈地快感的{TargetName}辛苦地咬住自己的手指。\n“刚刚才高潮过……嗯嗯……”
519,,204,sys_0&自慰中毒 = 3&high_1&t_yield_mark_ge_1&t_desire_ge_5,轻启着贝齿，发出甜腻的喘息的{TargetName}主动扶着{Name}的手指按在自己的阴唇上。\n“呼……唔……这边……比较舒服……”\n羞耻地红着脸不敢和{Name}对视的{TargetName}就像是在引导着{Name}一样，让{Name}的手指按在自己兴奋地place_exposed出来的阴核上。
522,,204,sys_0&love_4&V感觉>= 7&high_1&place_have_furniture&t_happy_mark_ge_1,“噫……呜……”一被插入手指就不由自主地发出了小小的悲鸣的{TargetName}捂住嘴抬头用有些湿润的眼睛羞怒地看着{Name}。\n“{PlayerNickName}，不行……”低声地摇着头拒绝的{TargetName}伸出手软软地按住股间插入小穴的手腕想要阻止{Name}进一步深入。\n宽大的衣袖完美地遮住了因为快感下流地一点点往两边张开的大腿\n……”哈啊……啊……嗯 嗯……不行”{TargetName}被情欲浸染的双眼湿润的抬头看着{Name}，只是插了一会就捂住自己的嘴不断地发出了甜蜜的娇喘。\n结束之后直到{TargetName}回复平静为止，被{TargetName}一直紧紧地抱着。
545,,204,sys_0&t_vfeel_ge_3&上一指令时发生V高潮&high_5&place_have_furniture,还没等沉浸在高潮的余韵中的膣穴回复过来，又被塞入了手指的{TargetName}睁着迷离的眼神看着{Name}。\n“刚刚，那里才高潮过……”露出了幽怨的表情无力地抓住了股间的手臂，“至少，哈……休息一下。”\n完全不顾{TargetName}的想法继续转动手指，“{PlayerNickName}，坏家伙……”\n红着脸咬住手指的{TargetName}又开始发出低低的呻吟。
589,,204,sys_0&love_le_2&love_ge_1&t_cfeel_l_3&high_2&快感条低于75%,似乎并没有获得很多快感的{TargetName}，羞耻地看着在自己的股间执拗地舔舐着的{Name}。\n“虽然说，为了做的舒服一些需要事先润滑。”\n“稍微舔一会就可以了吧……”
616,,204,sys_0&love_le_2&love_ge_1&t_kiss_1&high_999&亲吻中,最终只是缠绵了一小会就逐渐清醒过来的{TargetName}主动推开了{Name}。\n“啊……”捂着自己的嘴唇{TargetName}，逐渐流露出一副失落的表情，“……被偷走了。”\n“虽然知道肯定不会像那些小说里面写的那样舒服……但是至少也应该……”\n带着懊悔的表情，{TargetName}垂下头，“那种事情，欣特莱雅已经没有机会了。”
727,,204,sys_0&love_le_2&love_ge_1&t_yield_mark_ge_1&V未插入,{TargetName}用脚尖点在了靠过来的{Name}的胸口，“唉，稍微等一下，{PlayerNickName}。”\n“那么着急的话会做的很差的吧，嗯……好了，插进来吧。”\n调整好姿势的{TargetName}不敢看着{Name}的眼睛，慢慢放开了双腿，“虽然我是希望{PlayerNickName}早点射出来结束……”
730,,204,sys_0&love_le_2&love_ge_1&t_yield_mark_ge_1&V未插入,“这种像是野兽一样交配的方式会让{PlayerNickName}快点射出来吗？”\n“没什么……只是问一下。”露出了困扰和羞耻的表情的{TargetName}将屁股朝向了{Name}。\n雪白的尾巴若隐若现地遮挡着自己的阴部，“要做的话就快点进来……”
733,,204,sys_0&love_le_2&love_ge_1&t_yield_mark_ge_1&V未插入,“一会做的时候{PlayerNickName}也主动一点动腰可以吗？”变成了跨做在{Name}的身上的姿势的{TargetName}无奈地看着身下的阴茎。\n“只是这边动的话，嗯，呼，很累的。”用膣穴紧紧地套上了阴茎的{TargetName}叹了口气，“{PlayerNickName}总是半途就不动了，麻烦的家伙。”\n{TargetName}按着{Name}的胸口慢慢地开始上下扭动起自己的腰。
736,,204,sys_0&love_le_2&love_ge_1&t_yield_mark_ge_1&V未插入,“这种抱着的姿势总感觉不好动……”坐在了{Name}的怀中的{TargetName}不安地盯着对方的脸。\n“{PlayerNickName}自己扶着插进去可以吗？”抬起腰露出了入口的{TargetName}淡淡地叹了口气。\n“嗯，唔，进来了。既然要用这个姿势做的话慢慢地动比较好？这边也可以轻松一点。”
739,,204,sys_0&love_le_2&love_ge_1&t_yield_mark_ge_1&V未插入,“这个样子……感觉像是在被{PlayerNickName}玩一样。”淡淡地叹了口气{TargetName}翘起屁股在{Name}的帮助下，慢慢地坐上了阴茎。\n“嗯……唔，{PlayerNickName}也请不要这样随意地开始揉胸部……”稳稳地坐上了阴茎的{Name}按住了抱着自己的小腹的手掌，开始接受{Name}的抽插。\n“虽然说是想要{PlayerNickName}，嗯，快点射出来，呼，但是我也不是{PlayerNickName}的性玩具。”
742,,204,sys_0&love_le_2&love_ge_1&t_yield_mark_ge_1&V未插入,按住{Name}的小腹阻止着阴茎伸入股间的{TargetName}，露出了无奈的表情。\n“站着做可是很累的，而且还要被{PlayerNickName}这样乱摸屁股。”\n“不要一直盯着女孩子的脸。”做好准备的{TargetName}羞耻的别开了脸，分开了双腿给阴茎放行。\n“刚进来的时候请慢一点……嗯！……都说了要慢……嗯。唔。”
745,,204,sys_0&love_le_2&love_ge_1&t_yield_mark_ge_1&V未插入,“呃……唔。”俯视着从自己的股间中探出的龟头，{TargetName}小小地咕哝了一声。\n“站着做总感觉很奇怪……明明可以用更加舒服的。嗯！唔……”\n“又是突然插进来……嗯……嗯，下次说一下……”双手抓着正尽情地揉胸的{Name}的手腕，{TargetName}向后突出了屁股，不满地发出哼哼的声音。
