cid,context
胃部精液污浊3,胃部明显感受到液体的重量，每动一下都能感觉到液体的晃动，如同喝下过量的水，但更加粘稠和沉重，产生持续的饱腹感和轻微的不适
胃部精液污浊4,胃几乎被白浊液体占据，有强烈的饱腹感，腹部开始出现轻微的膨胀，每次移动都伴随着内部液体的晃动，带来异样的满足感
胃部精液污浊5,胃被过量液体填满，产生明显的饱腹感，如同吃了一顿丰盛大餐，腹部出现明显的隆起，呼吸变得略微困难，无法进食任何东西
胃部精液污浊6,腹部因胃内液体过多而明显膨胀，活动时能感受到液体的冲击，如同怀孕初期的状态，腹部皮肤变得紧绷，每走一步都能清晰感受到内部液体的晃动和重量
胃部精液污浊7,胃部极度膨胀，白浊液体充满整个腔体，腹部高高隆起，难以活动，如同怀孕中后期的状态，呼吸变得急促而困难，皮肤绷紧发亮，轻轻触碰就能感受到内部液体的波动
胯部精液污浊1,胯部皮肤上附着少量白浊液体，形成细小的痕迹，微微反光
胯部精液污浊2,整个胯部都被白浊液体完全覆盖，在皮肤褶皱处特别明显，走动时有湿滑感
胯部精液污浊3,胯部被厚重的白浊液体包裹，液体填满了每一道皱褶和凹陷，行走时液体在皮肤表面缓慢流动，皮肤与衣物之间产生湿滑的摩擦，发出细微的水声，散发出特殊的气味
腹部精液污浊1,腹部表面有几道白浊液体痕迹，形成细小的流线型图案
腹部精液污浊2,腹部大部分被白浊液体覆盖，形成不规则的图案，皮肤呈现湿润光泽
腹部精液污浊3,整个腹部完全被浓稠的白浊液体覆盖，形成一层厚厚的涂层，液体顺着腹部的曲线和肌肉的沟壑缓慢流淌，皮肤几乎看不见原本的颜色，光线下泛着湿润的光泽
背部精液污浊1,背部有几处白浊液体痕迹，随着动作而微微流淌，形成细小痕迹
背部精液污浊2,背部大面积被白浊液体覆盖，汇集成小片区域，沿着脊椎凹陷向下流动
背部精液污浊3,整个背部都被白浊液体完全覆盖，从肩膀一直延伸到腰部，液体在背部肌肉的沟壑中汇集，随着身体的每一次移动而缓慢流淌，皮肤完全被湿润的白色覆盖
腹部整体精液污浊1,腹部形态正常，没有任何异常，保持着平坦紧致的状态
腹部整体精液污浊2,腹部有轻微的凸起，腹部皮肤绷紧，触摸时能感受到内部的微妙变化
腹部整体精液污浊3,腹部明显鼓起，摸上去能感受到内部液体的存在，触摸时有微妙的波动感，腹部皮肤变得光滑而紧绷，行走时内部液体轻微晃动
腹部整体精液污浊4,腹部高高隆起如同包含一个小型皮球，走动时能感受到液体的波动，如同怀孕初期的状态，皮肤变得紧绷发亮，轻轻按压能感受到内部液体的存在和移动
腹部整体精液污浊5,腹部极度膨胀，如同怀孕中期的孕妇，行动变得缓慢而谨慎，每走一步都伴随着内部液体的晃动，皮肤被撑得发亮，能清晰看到下面青色的血管
腹部整体精液污浊6,腹部巨大而圆润，像怀胎十月的孕妇，行走困难，内部液体随动作明显波动，腹部皮肤极度绷紧，几乎透明，能看到下面浅浅的液体轮廓，无法弯腰或进行剧烈运动
帽子精液污浊1,帽子边缘沾有少量白浊液体，形成细小的湿润痕迹
帽子精液污浊2,帽子表面有明显的白浊液体痕迹，局部湿润，材质变得略显沉重
帽子精液污浊3,帽子大部分被白浊液体浸湿，材质变得沉重，液体渗透帽子的织物，形成湿漉漉的区域，原本的形状变得松垮，戴在头上明显感到额外的重量
帽子精液污浊4,整个帽子都被白浊液体浸透，完全湿透，材质变形且沉重，液体从帽檐滴落，几乎无法直立保持原有形状，戴上后头发立刻被浸湿
帽子精液污浊5,帽子完全被浓稠的白浊液体覆盖，几乎看不出原本的颜色，每一根纤维都被液体饱和，沉重得难以戴在头上，触摸就会有大量液体挤出，形成湿润的水洼
眼镜精液污浊1,镜片上有少量白浊液体痕迹，影响视线，形成模糊的光晕
眼镜精液污浊2,整个眼镜都被白浊液体覆盖，镜片和镜框上都是黏腻的液体，几乎无法透视
眼镜精液污浊3,眼镜完全被浓稠白浊液体包裹，镜片上的液体厚重到几乎无法看清外界，框架被液体浸润变得沉重，戴上时液体会沿着脸颊流淌，每次调整都会挤出更多液体，几乎失去了眼镜的功能
耳饰精液污浊1,耳饰上有一点白浊液体，微微反光，形成细小的湿润痕迹
耳饰精液污浊2,耳饰大部分被白浊液体覆盖，液体顺着饰品的纹理流淌，显得沉重湿润
耳饰精液污浊3,整个耳饰完全被白浊液体包裹，原本的形状变得模糊，装饰细节完全被白色覆盖，液体从耳饰底部滴落到颈部，形成湿润的痕迹，戴着时能感受到湿滑的触感
脖饰精液污浊1,脖饰上沾有少量白浊液体，形成细小的痕迹，微微反光
脖饰精液污浊2,脖饰大部分被白浊液体覆盖，在皮肤接触处特别明显，触感湿润黏腻
脖饰精液污浊3,整个脖饰都被浓稠的白浊液体完全包裹，黏在皮肤上，装饰细节完全消失在白色液体中，质地变得湿滑难以固定，接触皮肤的地方形成一圈湿润的痕迹
口饰精液污浊1,口饰边缘沾有少量白浊液体，微微湿润，呈现细小光泽
口饰精液污浊2,口饰大部分被白浊液体覆盖，与嘴唇接触的部分特别明显，说话时能感受到
口饰精液污浊3,整个口饰完全被白浊液体浸透，无法分辨原本的颜色和形状，液体从边缘不断滴落，沾湿下巴和颈部，呼吸时能感受到湿润的气息，佩戴时嘴唇能尝到咸腥的味道
上衣精液污浊1,衣物散发出微弱的腥咸气味，但表面看不出异常，只有细微的湿痕
上衣精液污浊2,衣物前襟有少量白色斑点，微微湿润，布料局部变得半透明
上衣精液污浊3,上衣多处有明显的白浊液体痕迹，部分区域已经湿透，液体渗透织物形成半透明的区域，靠近皮肤的部分变得粘腻，散发出明显的腥咸气息
上衣精液污浊4,上衣大部分被白浊液体浸湿，布料紧贴皮肤，形成贴身的轮廓，湿透的织物沉重而冰冷，移动时衣物发出湿漉漉的声音，留下湿润的印记
上衣精液污浊5,整件上衣都被白浊液体完全浸透，几乎看不出原本的颜色，织物变得半透明，完全贴合身体轮廓，沉重得像穿了一件水浸的衣服，行走时液体从下摆不断滴落
上衣精液污浊6,上衣彻底被白色浓稠液体覆盖，沉重地悬挂在身上，湿漉漉地滴落液体，织物完全看不出原样，厚重得难以活动，每一个动作都会挤出大量液体，发出水声
胸衣精液污浊1,胸衣边缘附着少量白浊液体，在布料上形成湿痕，微微反光
胸衣精液污浊2,胸衣大部分被白浊液体浸湿，布料变得半透明，紧贴皮肤呈现轮廓
胸衣精液污浊3,整件胸衣完全被白浊液体浸透，紧贴在皮肤上，显出下面的轮廓，每一根纤维都被液体饱和，沉重而黏腻，呼吸时液体随着胸部起伏而微微流动，散发出浓烈的气味
手套精液污浊1,手套指尖和掌心沾有白浊液体，触摸物品会留下痕迹，微微湿滑
手套精液污浊2,手套大部分被白浊液体浸湿，变得黏腻而沉重，手指活动受限
手套精液污浊3,整副手套完全被白浊液体浸透，每动一下都有液体滴落，手指活动时能听到湿润的水声，指缝间拉出长长的白色丝线，握持物品时会留下湿漉漉的印记，无法精细操作
下衣精液污浊1,下装散发出微弱的腥咸气味，表面看起来正常，只有极细微的湿痕
下衣精液污浊2,下装某些部位有微微的湿痕，形成小片白色区域，行走时有轻微摩擦感
下衣精液污浊3,下装多处有明显的白浊液体痕迹，部分已经渗透布料，湿润的区域紧贴皮肤，走动时布料与皮肤之间发出轻微的水声，散发出明显的腥咸气息
下衣精液污浊4,下装大部分被白浊液体浸湿，布料紧贴皮肤，显出下面的轮廓，每走一步都有湿润的感觉，留下微微的水痕，裤腿间摩擦时发出粘腻的声响
下衣精液污浊5,整件下装都被白浊液体完全浸透，行走时发出湿润的声音，布料变得沉重且半透明，完全贴合腿部轮廓，每一步都会挤出少量液体，形成细小的水流
下衣精液污浊6,下装彻底被浓稠的白浊液体覆盖，每走一步都有液体滴落，留下湿漉漉的足迹，布料完全湿透且沉重，行走变得困难，内层的液体不断与皮肤摩擦，发出明显的水声
内裤精液污浊1,内裤上有少量白浊液体痕迹，布料微微湿润，形成小范围的湿痕
内裤精液污浊2,内裤大部分被白浊液体浸湿，布料变得半透明，紧贴私密部位
内裤精液污浊3,整条内裤完全被白浊液体浸透，几乎看不出原本的颜色和形状，布料变得沉重且完全贴合私密部位，行走时液体在布料和皮肤之间流动，带来持续的湿滑感，散发出浓烈的气味
袜子精液污浊1,袜子尖端有少量白浊液体痕迹，形成小片湿润区域
袜子精液污浊2,袜子上有明显的白浊液体痕迹，部分区域湿润，与皮肤接触有滑腻感
袜子精液污浊3,袜子大部分被白浊液体浸湿，布料紧贴皮肤，脚趾之间的部分特别湿润，每走一步都有湿漉漉的触感，鞋内形成潮湿的环境
袜子精液污浊4,整双袜子都被白浊液体完全浸透，走路时发出湿润的声音，布料完全贴合脚部轮廓，行走时液体在袜子和皮肤之间流动，每一步都能感受到湿滑的触感
袜子精液污浊5,袜子彻底被白浊液体覆盖，每走一步都有液体从袜子中挤出，里面积满了液体，行走时发出明显的水声，脚部完全浸泡在湿滑的环境中，布料几乎无法分辨
鞋子精液污浊1,鞋面上有少量白浊液体痕迹，形成小片区域，微微反光
鞋子精液污浊2,鞋子多处有明显的白浊液体附着，特别是在缝隙处，步态略显沉重
鞋子精液污浊3,鞋子大部分被白浊液体浸湿，材质变得沉重，走路时能感受到鞋内积累的液体，每一步都伴随着轻微的水声，鞋面变得湿滑而有光泽
鞋子精液污浊4,整双鞋都被白浊液体完全浸透，走路时发出湿润的声音，鞋内积满液体，形成湿润的环境，脚趾被液体包围，每走一步都伴随着液体的挤压声
鞋子精液污浊5,鞋子彻底被白浊液体覆盖，从内到外都湿漉漉的，每走一步都留下湿痕，液体从鞋面的各个缝隙溢出，内部完全被液体填满，行走时发出明显的水声，如同在黏液沼泽中行走
武器精液污浊1,武器握柄处有少量白浊液体痕迹，手持时感到微微湿滑
武器精液污浊2,武器表面有明显的白浊液体附着，特别是在握持部位，使用时易滑脱
武器精液污浊3,整件武器大部分被白浊液体覆盖，使表面变得湿滑难以握持，液体渗入武器的每一道纹理和缝隙，增加了重量和黏腻感，挥舞时有液体甩出，形成飞溅的弧线，完全无法使用
附属物精液污浊1,附属物表面有少量白浊液体痕迹，局部区域湿润，微微反光
附属物精液污浊2,附属物大部分被白浊液体覆盖，原本的色泽变得模糊，触感湿滑黏腻
附属物精液污浊3,整个附属物完全被浓稠白浊液体包裹，原本的形状和材质特征变得模糊，液体填满每一个细小的缝隙，沾染周围的物体，触摸时能感受到湿滑温热的质感，重量明显增加
爱液1,阴唇微微湿润，从紧闭的穴口处渗出少量透明爱液，使粉嫩的阴唇间闪烁着湿润光泽
爱液2,透明爱液从内部充盈的阴道涌出，挤开粉嫩的阴唇，使整个私密区域都变得湿滑而温暖，阴唇呈现晶莹透亮的状态，行走时有轻微水声
爱液3,大量透明爱液不断从湿润的阴道口涌出，阴唇被完全浸润呈微微张开状态，爱液顺着大腿内侧蜿蜒流下，形成明显的湿痕，内部持续的充盈感使每一步行走都带来轻微的快感，液体在光线下泛着微妙的光泽
爱液4,透明的爱液如泉水般从充盈的阴道内持续喷涌而出，阴唇无法闭合，形成小股瀑布，无论如何夹紧都无法阻止液体从穴口不断流出，行走时伴随着明显的水声，每一步都能感受到内部液体的晃动与涌出
灌肠0,肠道状态正常，无任何灌入物质，保持着自然健康的状态
灌肠1,温热灌肠液已经注入，内壁湿润。液体在肠道内流动带来奇妙的充盈感，轻轻按压腹部能感受到内部液体的轻微波动
灌肠2,灌肠后肠道洁净如新，行走时有微妙的空荡感。内壁被彻底清洁，呈现出健康的粉色，只有一种舒适的轻盈与通畅
灌肠3,粘稠精液充盈肠道，腹内温热，伴随微妙饱胀感。白色液体填满了肠道褶皱，行走时能感受到内部液体缓慢流动的异样触感，富有生命力的精子依然在肠道内四处游动
灌肠4,肠内残留少量精液，微微湿润，走动时有轻微粘黏感。肠壁上附着着稀薄的白色液体痕迹，除了残留的空荡感之外，还能感受到微妙的湿滑触感和隐约的余温
灌肠液量0,肠道内没有灌入任何液体，状态正常，腹部平坦，无任何不适感
灌肠液量1,肠道内有少量液体，带来轻微的不适感，行走时能感到微弱的波动
灌肠液量2,液体填充了部分肠道，腹部出现轻微的隆起，活动时有明显液体感
灌肠液量3,大量液体充满肠道，腹部明显鼓起，行动时能感受到液体的晃动，如同早期妊娠的状态，走动时内部液体的波动带来微妙的饱胀感，腹部皮肤变得紧绷而光滑
灌肠液量4,肠道被液体完全撑开，腹部高高隆起如同怀孕，移动变得困难，腹部皮肤绷紧发亮，能看到下面浅浅的青色血管，每走一步都伴随着内部液体的晃动和不适
灌肠液量5,超量的液体使肠道极度扩张，腹部膨胀到极限，如同临产，几乎无法行动，腹部皮肤绷紧透亮，遍布淡淡的纹路，触摸能明显感受到内部液体的压力，稍微移动就伴随着强烈的不适和内部液体的剧烈晃动
尿液0,膀胱刚刚排空，呈现舒适的放松状态，尿道内仅残留着微量透明液体，腹部平坦柔软，没有任何压力感，如释重负的轻松感使身体倍感舒适
尿液1,膀胱内积存少量淡黄色液体，带来轻微的充盈感，下腹部有微妙的轻压感，但并不影响正常活动，偶尔走动时能感受到液体的轻微晃动，但尚不需要寻找排泄场所
尿液2,膀胱已积累了一定程度的尿液，下腹部出现明显的饱胀感，时刻能感受到内部液体的存在，走动时液体的晃动带来轻微的不适，压力渐增使人不自觉地并拢双腿，排泄的欲望变得越发明显
尿液3,膀胱被尿液完全撑满，下腹部隆起并伴随着持续的胀痛感，每走一步都能感受到液体在内部的剧烈晃动，膀胱壁绷紧到极限，尿道口有微微的湿润感，难以控制的排泄欲望使人无法集中注意力
破处血1,阴道口红肿微张，无法完全闭合，处女膜残片附着在粉嫩的内壁上，鲜红的处子血混合着透明液体从穴口缓缓流出，形成细小的红色痕迹。阴道内传来持续的疼痛感，每次移动都会加剧这种撕裂般的不适
