cid,context
下衣避孕套装饰3,好几个用过的避孕套系在下衣的腰际和裙摆上，白浊的套体环绕着腰胯摇荡，每走一步都是一片细碎的碰撞声，裙摆被坠得贴着腿根
下衣避孕套装饰4,下衣上密密麻麻地挂着许多避孕套，从腰间到摆边缀满了装着白浊的套子，沉重的坠感拉得腰带深勒进腰肢，大腿不断被冰凉的套体拍打摩擦，胯间萦绕着浓重的腥味
下衣避孕套装饰5,数不清的避孕套将整条下衣装点成了白色的淫靡流苏裙，层层叠叠的套体随着步伐哗啦啦地摇荡，沉重得几乎要把下衣坠落下来，双腿完全被黏腻的套体和浓烈的腥臭味所包围
内裤避孕套装饰1,内裤的裤腰处系着一个用过的避孕套，装满白浊的套体贴着小腹垂落，冰凉的触感隔着薄布蹭着最敏感的部位
内裤避孕套装饰2,内裤两侧的裤腰上各挂着一个避孕套，沉甸甸的套体垂在腿根两侧摇晃，每一步都让套子蹭过大腿内侧的嫩肉
内裤避孕套装饰3,好几个用过的避孕套系在内裤的腰际和边缘，白浊的套体在小腹和腿根间摇荡，走动时黏腻的套子反复拍打着敏感的部位，让腰肢忍不住轻颤
内裤避孕套装饰4,内裤上挂满了许多装着精液的避孕套，整个腰胯被沉重的套体环绕，薄薄的布料被坠得变形下滑，腿间不断被冰凉黏腻的触感侵扰，私处完全笼罩在浓重的腥味之中
内裤避孕套装饰5,数不清的避孕套把内裤装点成了淫靡至极的白色腰帘，层层叠叠的套体在腿间和臀后摇荡碰撞，内裤被沉重的精液坠得摇摇欲坠，最敏感的部位时刻被黏腻的套体和浓烈的腥臭味所支配
袜子避孕套装饰1,袜口处系着一个用过的避孕套，装满白浊的套体贴着小腿垂落，走路时套子一下下地拍打着腿侧
袜子避孕套装饰2,两边的袜口各挂着一个避孕套，沉甸甸的套体随着步伐在小腿两侧摇晃，套口把袜边勒出了浅浅的褶皱
袜子避孕套装饰3,好几个用过的避孕套系在袜口和袜筒上，白浊的套体环绕着小腿摇荡，每一步都伴随着黏腻的碰撞声，袜子被坠得不断下滑
袜子避孕套装饰4,袜子上挂满了许多装着精液的避孕套，双腿像缠上了白色的淫靡绑带，套体层层叠叠地拍打着小腿和脚踝，走动时腥味随着摇晃从腿边散发出来
袜子避孕套装饰5,数不清的避孕套将双腿的袜子彻底覆盖，密集的白色套体把小腿裹成了两串沉重的坠饰，每走一步都是一片哗啦啦的荡漾声，双腿被黏腻的触感和浓烈的腥臭味彻底包裹
鞋子避孕套装饰1,鞋面上系着一个用过的避孕套，鼓胀的套体随着脚步在鞋尖前晃动，走路时不得不小心不去踩到它
鞋子避孕套装饰2,两只鞋子上各系着一个装满精液的避孕套，白色的套体随着步伐左右摇摆，每一步都拖着那份黏腻的重量
鞋子避孕套装饰3,好几个用过的避孕套系在鞋带和鞋口上，白浊的套体在脚背上摇荡拍打，走动时套子扫过地面，留下若有若无的湿痕
鞋子避孕套装饰4,鞋子上挂满了许多避孕套，双脚像穿上了缀满白色坠饰的淫靡舞鞋，每一步都伴随着套体的碰撞和摇晃，脚边始终萦绕着浓重的腥味
鞋子避孕套装饰5,数不清的避孕套将双鞋彻底覆盖，密密麻麻的套体把鞋子裹成了两团白色的淫靡花球，装满精液的套子拖在地上，每走一步都发出黏腻的声响，在身后留下一路腥臭的痕迹
武器避孕套装饰1,武器上系着一个用过的避孕套，装满白浊的套体挂在握柄旁摇晃，握持时那黏腻的分量始终在手边晃动
武器避孕套装饰2,武器的两端各系着一个避孕套，沉甸甸的套体随着武器的动作甩动，白浊在套内荡漾，让人无法直视这件武器
武器避孕套装饰3,好几个用过的避孕套系在武器的柄部和挂环上，白浊的套体缠绕着武器摇荡，挥动时套子哗啦啦地互相拍打，武器的威严被淫靡的装饰彻底消解
武器避孕套装饰4,武器上挂满了许多装着精液的避孕套，层层叠叠的白色套体几乎遮住了武器原本的轮廓，沉重的坠感改变了武器的重心，浓重的腥味随着每次挥动四散开来
武器避孕套装饰5,数不清的避孕套将整件武器彻底淹没，武器变成了一串沉重的白色淫靡装饰，装满精液的套子层层垂落，挥动时白浊四处荡漾摇摆，这件武器已经彻底沦为了耻辱的展示品
附属物避孕套装饰1,附属物上系着一个用过的避孕套，装满白浊的套体随着身体的动作轻轻摇晃，时刻散发着淡淡的腥味
附属物避孕套装饰2,附属物上挂着两个装满精液的避孕套，沉甸甸的套体互相碰撞摇摆，白浊在半透明的套内清晰地荡漾
附属物避孕套装饰3,好几个用过的避孕套系在附属物上，白色的套体层层垂落摇荡，每次动作都伴随着黏腻的碰撞声，浓重的腥味萦绕不散
附属物避孕套装饰4,附属物上密密麻麻地挂着许多避孕套，沉重的套体把附属物坠得变了形，白浊随着摇晃不断荡漾，周身都笼罩在浓烈的腥味之中
附属物避孕套装饰5,数不清的避孕套将附属物彻底覆盖，层层叠叠的白色套体形成了一片淫靡的帘幕，装满精液的套子沉重地垂坠摇摆，腥臭味浓烈得令人窒息，整个人都成了白浊的展示架
