cid,premise_name,premise_type,premise
last_cmd_clit_caress,LAST_CMD_CLIT_CARESS,指令_前指令,前一指令为阴蒂爱抚_口上触发用
last_cmd_open_labia,LAST_CMD_OPEN_LABIA,指令_前指令,前一指令为掰开阴唇观察_口上触发用
last_cmd_cunnilingus,LAST_CMD_CUNNILINGUS,指令_前指令,前一指令为舔阴_口上触发用
last_cmd_finger_insertion,LAST_CMD_FINGER_INSERTION,指令_前指令,前一指令为手指插入(V)_口上触发用
last_cmd_anal_caress,LAST_CMD_ANAL_CARESS,指令_前指令,前一指令为手指插入(A)_口上触发用
last_cmd_make_masturebate,LAST_CMD_MAKE_MASTUREBATE,指令_前指令,前一指令为让对方自慰（H）_口上触发用
last_cmd_handjob,LAST_CMD_HANDJOB,指令_前指令,前一指令为手交_口上触发用
last_cmd_blowjob,LAST_CMD_BLOWJOB,指令_前指令,前一指令为口交_口上触发用
last_cmd_paizuri,LAST_CMD_PAIZURI,指令_前指令,前一指令为乳交_口上触发用
last_cmd_footjob,LAST_CMD_FOOTJOB,指令_前指令,前一指令为足交_口上触发用
last_cmd_hairjob,LAST_CMD_HAIRJOB,指令_前指令,前一指令为发交_口上触发用
last_cmd_axillajob,LAST_CMD_AXILLAJOB,指令_前指令,前一指令为腋交_口上触发用
last_cmd_rub_buttock,LAST_CMD_RUB_BUTTOCK,指令_前指令,前一指令为素股_口上触发用
last_cmd_legjob,LAST_CMD_LEGJOB,指令_前指令,前一指令为腿交_口上触发用
last_cmd_tailjob,LAST_CMD_TAILJOB,指令_前指令,前一指令为尾交_口上触发用
last_cmd_face_rub,LAST_CMD_FACE_RUB,指令_前指令,前一指令为阴茎蹭脸_口上触发用
last_cmd_horn_rub,LAST_CMD_HORN_RUB,指令_前指令,前一指令为阴茎蹭角_口上触发用
last_cmd_ears_rub,LAST_CMD_EARS_RUB,指令_前指令,前一指令为阴茎蹭耳朵_口上触发用
last_cmd_hand_blowjob,LAST_CMD_HAND_BLOWJOB,指令_前指令,前一指令为手交口交_口上触发用
last_cmd_tits_blowjob,LAST_CMD_TITS_BLOWJOB,指令_前指令,前一指令为乳交口交_口上触发用
last_cmd_deep_throat,LAST_CMD_DEEP_THROAT,指令_前指令,前一指令为深喉插入_口上触发用
last_cmd_focus_blowjob,LAST_CMD_FOCUS_BLOWJOB,指令_前指令,前一指令为真空口交_口上触发用
last_cmd_normal_sex,LAST_CMD_NORMAL_SEX,指令_前指令,前一指令为正常位_口上触发用
last_cmd_back_sex,LAST_CMD_BACK_SEX,指令_前指令,前一指令为背后位_口上触发用
last_cmd_riding_sex,LAST_CMD_RIDING_SEX,指令_前指令,前一指令为骑乘位_口上触发用
last_cmd_face_seat_sex,LAST_CMD_FACE_SEAT_SEX,指令_前指令,前一指令为对面座位_口上触发用
last_cmd_back_seat_sex,LAST_CMD_BACK_SEAT_SEX,指令_前指令,前一指令为背面座位_口上触发用
last_cmd_face_stand_sex,LAST_CMD_FACE_STAND_SEX,指令_前指令,前一指令为对面立位_口上触发用
last_cmd_back_stand_sex,LAST_CMD_BACK_STAND_SEX,指令_前指令,前一指令为背面立位_口上触发用
last_cmd_stimulate_g_point,LAST_CMD_STIMULATE_G_POINT,指令_前指令,前一指令为刺激G点_口上触发用
last_cmd_womb_os_caress,LAST_CMD_WOMB_OS_CARESS,指令_前指令,前一指令为玩弄子宫口_口上触发用

last_cmd_penis_position,LAST_CMD_PENIS_POSITION,指令_前指令,前一指令为阴茎位置相关指令_指令触发用
last_cmd_blowjob_or_handjob,LAST_CMD_BLOWJOB_OR_HANDJOB,指令_前指令,前一指令为口交或手交_指令触发用
last_cmd_blowjob_or_paizuri,LAST_CMD_BLOWJOB_OR_PAIZURI,指令_前指令,前一指令为口交或乳交_指令触发用
last_cmd_blowjob_or_cunnilingus,LAST_CMD_BLOWJOB_OR_CUNNILINGUS,指令_前指令,前一指令为口交或舔阴_指令触发用
last_cmd_sex,LAST_CMD_SEX,指令_前指令,前一指令为V性交_指令触发用
last_cmd_w_sex,LAST_CMD_W_SEX,指令_前指令,前一指令为W性交_指令触发用
last_cmd_a_sex,LAST_CMD_A_SEX,指令_前指令,前一指令为A性交_指令触发用
last_cmd_u_sex,LAST_CMD_U_SEX,指令_前指令,前一指令为U性交_指令触发用
last_cmd_breast_caress_type,LAST_CMD_BREAST_CARESS_TYPE,指令_前指令,前一指令为胸部爱抚类(403，404，405)
last_cmd_handjob_type,LAST_CMD_HANDJOB_TYPE,指令_前指令,前一指令为手交类(420，427)
last_cmd_blowjob_type,LAST_CMD_BLOWJOB_TYPE,指令_前指令,前一指令为口交类(421，427，428，429，430，431)
last_cmd_paizuri_type,LAST_CMD_PAIZURI_TYPE,指令_前指令,前一指令为乳交类(422，428)

place_0,IN_PLAYER_SCENE,地点_角色,与玩家处于相同地点
place_1,NOT_IN_PLAYER_SCENE,地点_角色,与玩家不处于相同地点
place_1,# IN_PLAYER_ZONE,地点_角色,与玩家处于相同大区域
place_2,PLAYER_COME_SCENE,地点_角色,玩家来到该角色所在的地点
place_3,# PLAYER_COME_ZONE,地点_角色,玩家来到该角色所在的区域
place_4,PLAYER_LEAVE_SCENE,地点_角色,玩家离开该角色所在的地点
place_5,# PLAYER_LEAVE_ZONE,地点_角色,玩家离开该角色所在的区域
place_6,TATGET_COME_SCENE,地点_角色,该角色来到玩家所在的地点
place_7,# TATGET_COME_ZONE,地点_角色,该角色来到玩家所在的区域
place_8,TATGET_LEAVE_SCENE,地点_角色,该角色离开玩家所在的地点
place_9,# TATGET_LEAVE_ZONE,地点_角色,该角色离开玩家所在的区域
place_10,SCENE_ONLY_TWO,地点_角色,该地点仅有玩家和该角色
place_11,SCENE_OVER_TWO,地点_角色,该地点里有除了玩家和该角色之外的人
place_12,SCENE_ONLY_ONE,地点_角色,该地点里没有自己外的其他角色
place_is_h,SCENE_SOMEONE_IS_H,地点_角色,该地点有其他角色在和玩家H
place_someone_no_fall,SCENE_SOMEONE_NO_FALL,地点_角色,该地点有未拥有陷落素质的角色
place_over_one,SCENE_OVER_ONE,地点_角色,该地点里有除了自己之外的人

place_exposed,PLACE_EXPOSED,地点_属性,当前地点暴露
place_covert,PLACE_COVERT,地点_属性,当前地点隐蔽
place_furniture_ge_1,PLACE_FURNITURE_GE_1,地点_属性,当前地点有家具
place_furniture_0,PLACE_FURNITURE_0,地点_属性,当前地点没家具
in_functional_room,IN_FUNCTIONAL_ROOM,地点_属性,在功能性地点中
place_door_open,PLACE_DOOR_OPEN,地点_属性,地点的门是开着的（不含内隔间关门）
place_ladies_only,PLACE_LADIES_ONLY,地点_属性,该地点男士止步（女洗手间/更衣室/浴室等）

in_kit,IN_KITCHEN,地点_定位,在厨房
in_din,IN_DINING_HALL,地点_定位,在食堂
not_in_din,NOT_IN_DINING_HALL,地点_定位,不在食堂
in_food_shop,IN_FOOD_SHOP,地点_定位,在食物商店（取餐区）
not_in_food_shop,NOT_IN_FOOD_SHOP,地点_定位,不在食物商店（取餐区）
in_dr_off,IN_DR_OFFICE,地点_定位,在博士办公室
not_in_dr_off,NOT_IN_DR_OFFICE,地点_定位,不在博士办公室
in_dr_off_or_debug,IN_DR_OFFICE_OR_DEBUG,地点_定位,在博士办公室或处于debug模式
in_command_room,IN_COMMAND_ROOM,地点_定位,在指挥室
in_dor,IN_DORMITORY,地点_定位,在自己宿舍中
not_in_dor,NOT_IN_DORMITORY,地点_定位,不在自己宿舍中
in_bathroom,IN_BATHROOM,地点_定位,在浴室中
in_toilet_man,IN_TOILET_MAN,地点_定位,在男士洗手间
in_toilet_female,IN_TOILET_FEMALE,地点_定位,在女士洗手间
not_in_toilet,NOT_IN_TOILET,地点_定位,不在洗手间
in_restroom,IN_REST_ROOM,地点_定位,在休息室中
not_in_restroom,NOT_IN_REST_ROOM,地点_定位,不在休息室中
in_music_room,IN_MUSIC_ROOM,地点_定位,在音乐室中
in_collection_room,IN_COLLECTION_ROOM,地点_定位,在藏品馆中
in_gym_room,IN_GYM_ROOM,地点_定位,在健身区中
in_training_room,IN_TRAINING_ROOM,地点_定位,在训练室中（包括木桩房和射击房）
not_in_training_room,NOT_IN_TRAINING_ROOM,地点_定位,不在训练室中（包括木桩房和射击房）
in_fight_room,IN_FIGHT_ROOM,地点_定位,在木桩房中
in_shoot_room,IN_SHOOT_ROOM,地点_定位,在射击房中
in_building_room,IN_BUILDING_ROOM,地点_定位,在基建部中
in_clinic,IN_CLINIC,地点_定位,在门诊室中（含急诊室）
not_in_clinic,NOT_IN_CLINIC,地点_定位,不在门诊室中（含急诊室）
in_hr_office,IN_HR_OFFICE,地点_定位,在人事部办公室中
not_in_hr_office,NOT_IN_HR_OFFICE,地点_定位,不在人事部办公室中
in_hr_meeting_room,IN_HR_MEETING_ROOM,地点_定位,在人事部会议室中
in_bathroom,IN_BATHROOM,地点_定位,在淋浴区
not_in_bathroom,NOT_IN_BATHROOM,地点_定位,不在淋浴区
in_bathzone_locker_room,IN_BATHZONE_LOCKER_ROOM,地点_定位,在大浴场的更衣室
not_in_bathzone_locker_room,NOT_IN_BATHZONE_LOCKER_ROOM,地点_定位,不在大浴场的更衣室
in_locker_room_or_dormitory,IN_LOCKER_ROOM_OR_DORMITORY,地点_定位,在更衣室或宿舍

move_to_toilet_female,MOVE_TO_TOILET_FEMALE,地点_移动,角色抵达女士洗手间
move_to_locker_room,MOVE_TO_LOCKER_ROOM,地点_移动,角色抵达更衣室
move_to_dormitory,MOVE_TO_DORMITORY,地点_移动,角色抵达宿舍
move_from_dormitory,MOVE_FROM_DORMITORY,地点_移动,角色离开宿舍
move_to_ladies_only,MOVE_TO_LADIES_ONLY,地点_移动,角色抵达男士止步的地点

ai_moved,HAVE_MOVED,时间_角色,NPC距离上次移动已经至少经过了1小时
ai_wait,AI_WAIT,时间_角色,NPC需要进行一次5分钟的等待（wait_flag=1）
ai_trained,HAVE_TRAINED,时间_角色,NPC距离上次战斗训练已经超过两天了
ai_not_shower,NOT_SHOWER,时间_角色,NPC今天还没有洗澡
ai_have_showered,HAVE_SHOWERED,时间_角色,NPC今天已经洗过澡了

time_day,TIME_DAY,时间_当前,时间:白天（6点~18点）
time_night,TIME_NIGHT,时间_当前,时间:夜晚（18点~6点）
time_midnight,TIME_MIDNIGHT,时间_当前,时间:深夜（22点~2点）
time_morning,TIME_MORNING,时间_当前,时间:清晨（4点~8点）
time_moon,TIME_MOON,时间_当前,时间:中午（10点~14点）
eat_time,EAT_TIME,时间_当前,饭点（早上7~8点、中午12~13点、晚上17~18点）
shower_time,SHOWER_TIME,时间_当前,淋浴时间（晚上8点到晚上12点）
sleep_time,SLEEP_TIME,时间_当前,睡觉时间（晚上10点到早上6点）
tired_ge_75_or_sleep_time,TIRED_GE_75_OR_SLEEP_TIME,时间_当前,疲劳条≥75%或到了睡觉的时间
work_time,WORK_TIME,时间_当前,工作时间（早上9:00~下午4:59）

is_assistant,IS_ASSISTANT,属性_助理与跟随,自己是当前的助理干员
not_assistant,NOT_ASSISTANT,属性_助理与跟随,自己不是当前的助理干员
t_is_assistant,TARGET_IS_ASSISTANT,属性_助理与跟随,交互对象是当前的助理干员
t_not_assistant,TARGET_NOT_ASSISTANT,属性_助理与跟随,交互对象不是当前的助理干员
is_follow,IS_FOLLOW,属性_助理与跟随,当前正跟随玩家
not_follow,NOT_FOLLOW,属性_助理与跟随,当前没跟随玩家
is_follow_1,IS_FOLLOW_1,属性_助理与跟随,当前正智能跟随玩家
not_follow_1,NOT_FOLLOW_1,属性_助理与跟随,当前没智能跟随玩家
is_follow_3,IS_FOLLOW_3,属性_助理与跟随,当前正前往博士办公室
t_is_follow,TARGET_IS_FOLLOW,属性_助理与跟随,交互对象当前正跟随玩家
t_not_follow,TARGET_NOT_FOLLOW,属性_助理与跟随,交互对象当前没跟随玩家

hp_1,HP_1,属性_基础,自身疲劳（体力=1）
hp_low,HP_LOW,属性_基础,自身体力低于30%
hp_high,HP_HIGH,属性_基础,自身体力高于70%
mp_0,MP_0,属性_基础,自身气力为0
mp_low,MP_LOW,属性_基础,自身气力低于30%
mp_high,MP_HIGH,属性_基础,自身气力高于70%
t_hp_low,TARGET_HP_LOW,属性_基础,交互对象体力低于30%
t_hp_high,TARGET_HP_HIGH,属性_基础,交互对象体力高于70%
t_mp_0,TARGET_MP_0,属性_基础,交互对象气力为0
t_mp_low,TARGET_MP_LOW,属性_基础,交互对象气力低于30%
t_mp_high,TARGET_MP_HIGH,属性_基础,交互对象气力高于70%
tired_ge_50,TIRED_GE_50,属性_基础,疲劳条≥50%
tired_le_74,TIRED_LE_74,属性_基础,疲劳条≤74%，全指令自由
tired_ge_75,TIRED_GE_75,属性_基础,疲劳条≥75%，部分指令受限
tired_le_84,TIRED_LE_84,属性_基础,疲劳条≤84%，自由活动的极限
tired_ge_85,TIRED_GE_85,属性_基础,疲劳条≥85%，必须回去睡觉
tired_100,TIRED_100,属性_基础,疲劳条100%，当场爆睡
urinate_le_79,URINATE_LE_79,属性_基础,尿意条≤79%，不需要排尿
urinate_ge_80,URINATE_GE_80,属性_基础,尿意条≥80%，需要排尿
t_urinate_le_79,TARGET_URINATE_LE_79,属性_基础,交互对象尿意条≤79%，不需要排尿
t_urinate_ge_80,TARGET_URINATE_GE_80,属性_基础,交互对象尿意条≥80%，需要排尿
hunger_le_79,HUNGER_LE_79,属性_基础,饥饿值≤79%，不需要吃饭
hunger_ge_80,HUNGER_GE_80,属性_基础,饥饿值≥80%，需要吃饭
t_hunger_le_79,TARGET_HUNGER_LE_79,属性_基础,交互对象饥饿值≤79%，不需要吃饭
t_hunger_ge_80,TARGET_HUNGER_GE_80,属性_基础,交互对象饥饿值≥80%，需要吃饭

good_mood,TARGET_GOOD_MOOD,属性_心情,交互对象心情愉快
normal_mood,TARGET_NORMAL_MOOD,属性_心情,交互对象心情普通
bad_mood,TARGET_BAD_MOOD,属性_心情,交互对象心情不好
angry_mood,TARGET_ANGRY_MOOD,属性_心情,交互对象心情愤怒
bad_or_angry_mood,TARGET_ABD_OR_ANGRY_MOOD,属性_心情,交互对象心情不好或愤怒
angry_with_player,TARGET_ANGRY_WITH_PLAYER,属性_心情,交互对象被玩家惹火了
not_angry_with_player,TARGET_NOT_ANGRY_WITH_PLAYER,属性_心情,交互对象没有被玩家惹火

t_lubrication_l_1,T_LUBRICATION_L_1,属性_状态,交互对象润滑<1
t_lubrication_l_3,T_LUBRICATION_L_3,属性_状态,交互对象润滑<3
t_lubrication_l_7,T_LUBRICATION_L_7,属性_状态,交互对象润滑<7
t_lubrication_ge_1,T_LUBRICATION_GE_1,属性_状态,交互对象润滑>=1
t_lubrication_ge_3,T_LUBRICATION_GE_3,属性_状态,交互对象润滑>=3
t_lubrication_ge_5,T_LUBRICATION_GE_5,属性_状态,交互对象润滑>=5
t_lubrication_ge_7,T_LUBRICATION_GE_7,属性_状态,交互对象润滑>=7

t_nfeel_ge_1,T_NFEEL_GE_1,属性_能力,交互对象Ｎ感觉>=1
t_nfeel_ge_3,T_NFEEL_GE_3,属性_能力,交互对象Ｎ感觉>=3
t_nfeel_ge_5,T_NFEEL_GE_5,属性_能力,交互对象Ｎ感觉>=5
t_nfeel_ge_7,T_NFEEL_GE_7,属性_能力,交互对象Ｎ感觉>=7
t_nfeel_l_1,T_NFEEL_L_1,属性_能力,交互对象Ｎ感觉<1
t_nfeel_l_3,T_NFEEL_L_3,属性_能力,交互对象Ｎ感觉<3
t_nfeel_l_5,T_NFEEL_L_5,属性_能力,交互对象Ｎ感觉<5
t_bfeel_ge_1,T_BFEEL_GE_1,属性_能力,交互对象Ｂ感觉>=1
t_bfeel_ge_3,T_BFEEL_GE_3,属性_能力,交互对象Ｂ感觉>=3
t_bfeel_ge_5,T_BFEEL_GE_5,属性_能力,交互对象Ｂ感觉>=5
t_bfeel_ge_7,T_BFEEL_GE_7,属性_能力,交互对象Ｂ感觉>=7
t_bfeel_l_1,T_BFEEL_L_1,属性_能力,交互对象Ｂ感觉<1
t_bfeel_l_3,T_BFEEL_L_3,属性_能力,交互对象Ｂ感觉<3
t_bfeel_l_5,T_BFEEL_L_5,属性_能力,交互对象Ｂ感觉<5
t_cfeel_ge_1,T_CFEEL_GE_1,属性_能力,交互对象Ｃ感觉>=1
t_cfeel_ge_3,T_CFEEL_GE_3,属性_能力,交互对象Ｃ感觉>=3
t_cfeel_ge_5,T_CFEEL_GE_5,属性_能力,交互对象Ｃ感觉>=5
t_cfeel_ge_7,T_CFEEL_GE_7,属性_能力,交互对象Ｃ感觉>=7
t_cfeel_l_1,T_CFEEL_L_1,属性_能力,交互对象Ｃ感觉<1
t_cfeel_l_3,T_CFEEL_L_3,属性_能力,交互对象Ｃ感觉<3
t_cfeel_l_5,T_CFEEL_L_5,属性_能力,交互对象Ｃ感觉<5
pfeel_ge_1,PFEEL_GE_1,属性_能力,Ｐ感觉>=1
pfeel_ge_3,PFEEL_GE_3,属性_能力,Ｐ感觉>=3
pfeel_ge_5,PFEEL_GE_5,属性_能力,Ｐ感觉>=5
pfeel_ge_7,PFEEL_GE_7,属性_能力,Ｐ感觉>=7
pfeel_l_1,PFEEL_L_1,属性_能力,Ｐ感觉<1
pfeel_l_3,PFEEL_L_3,属性_能力,Ｐ感觉<3
pfeel_l_5,PFEEL_L_5,属性_能力,Ｐ感觉<5
t_vfeel_ge_1,T_VFEEL_GE_1,属性_能力,交互对象Ｖ感觉>=1
t_vfeel_ge_3,T_VFEEL_GE_3,属性_能力,交互对象Ｖ感觉>=3
t_vfeel_ge_5,T_VFEEL_GE_5,属性_能力,交互对象Ｖ感觉>=5
t_vfeel_ge_7,T_VFEEL_GE_7,属性_能力,交互对象Ｖ感觉>=7
t_vfeel_l_1,T_VFEEL_L_1,属性_能力,交互对象Ｖ感觉<1
t_vfeel_l_3,T_VFEEL_L_3,属性_能力,交互对象Ｖ感觉<3
t_vfeel_l_5,T_VFEEL_L_5,属性_能力,交互对象Ｖ感觉<5
t_afeel_ge_1,T_AFEEL_GE_1,属性_能力,交互对象Ａ感觉>=1
t_afeel_ge_3,T_AFEEL_GE_3,属性_能力,交互对象Ａ感觉>=3
t_afeel_ge_5,T_AFEEL_GE_5,属性_能力,交互对象Ａ感觉>=5
t_afeel_ge_7,T_AFEEL_GE_7,属性_能力,交互对象Ａ感觉>=7
t_afeel_l_1,T_AFEEL_L_1,属性_能力,交互对象Ａ感觉<1
t_afeel_l_3,T_AFEEL_L_3,属性_能力,交互对象Ａ感觉<3
t_afeel_l_5,T_AFEEL_L_5,属性_能力,交互对象Ａ感觉<5
t_ufeel_ge_1,T_UFEEL_GE_1,属性_能力,交互对象Ｕ感觉>=1
t_ufeel_ge_3,T_UFEEL_GE_3,属性_能力,交互对象Ｕ感觉>=3
t_ufeel_ge_5,T_UFEEL_GE_5,属性_能力,交互对象Ｕ感觉>=5
t_ufeel_ge_7,T_UFEEL_GE_7,属性_能力,交互对象Ｕ感觉>=7
t_ufeel_l_1,T_UFEEL_L_1,属性_能力,交互对象Ｕ感觉<1
t_ufeel_l_3,T_UFEEL_L_3,属性_能力,交互对象Ｕ感觉<3
t_ufeel_l_5,T_UFEEL_L_5,属性_能力,交互对象Ｕ感觉<5
t_wfeel_ge_1,T_WFEEL_GE_1,属性_能力,交互对象Ｗ感觉>=1
t_wfeel_ge_3,T_WFEEL_GE_3,属性_能力,交互对象Ｗ感觉>=3
t_wfeel_ge_5,T_WFEEL_GE_5,属性_能力,交互对象Ｗ感觉>=5
t_wfeel_ge_7,T_WFEEL_GE_7,属性_能力,交互对象Ｗ感觉>=7
t_wfeel_l_1,T_WFEEL_L_1,属性_能力,交互对象Ｗ感觉<1
t_wfeel_l_3,T_WFEEL_L_3,属性_能力,交互对象Ｗ感觉<3
t_wfeel_l_5,T_WFEEL_L_5,属性_能力,交互对象Ｗ感觉<5
technique_ge_3,TECHNIQUE_GE_3,属性_能力,自身技巧技能>=3
technique_ge_5,TECHNIQUE_GE_5,属性_能力,自身技巧技能>=5
t_technique_ge_3,TARGET_TECHNIQUE_GE_3,属性_能力,交互对象技巧技能>=3
t_technique_ge_5,TARGET_TECHNIQUE_GE_5,属性_能力,交互对象技巧技能>=5
t_submit_ge_1,T_SUBMIT_GE_1,属性_能力,交互对象顺从>=1
t_submit_ge_3,T_SUBMIT_GE_3,属性_能力,交互对象顺从>=3
t_submit_ge_5,T_SUBMIT_GE_5,属性_能力,交互对象顺从>=5
t_submit_ge_7,T_SUBMIT_GE_7,属性_能力,交互对象顺从>=7
t_submit_l_1,T_SUBMIT_L_1,属性_能力,交互对象顺从<1
t_submit_l_3,T_SUBMIT_L_3,属性_能力,交互对象顺从<3
t_submit_l_5,T_SUBMIT_L_5,属性_能力,交互对象顺从<5
t_intimacy_8,TARGET_INTIMACY_8,属性_能力,交互对象亲密==8
t_intimacy_le_1,TARGET_INTIMACY_LE_1,属性_能力,交互对象亲密<=1
t_intimacy_ge_3,TARGET_INTIMACY_GE_3,属性_能力,交互对象亲密>=3
t_intimacy_ge_5,TARGET_INTIMACY_GE_5,属性_能力,交互对象亲密>=5
t_desire_ge_5,TARGET_DESIRE_GE_5,属性_能力,交互对象欲望>=5
t_desire_ge_7,TARGET_DESIRE_GE_7,属性_能力,交互对象欲望>=7
t_exhibit_ge_1,T_EXHIBIT_GE_1,属性_能力,交互对象露出>=1
t_exhibit_ge_3,T_EXHIBIT_GE_3,属性_能力,交互对象露出>=3
t_exhibit_ge_5,T_EXHIBIT_GE_5,属性_能力,交互对象露出>=5
t_exhibit_ge_7,T_EXHIBIT_GE_7,属性_能力,交互对象露出>=7
t_exhibit_l_1,T_EXHIBIT_L_1,属性_能力,交互对象露出<1
t_exhibit_l_3,T_EXHIBIT_L_3,属性_能力,交互对象露出<3
t_exhibit_l_5,T_EXHIBIT_L_5,属性_能力,交互对象露出<5
s_ge_1,S_GE_1,属性_能力,施虐>=1
s_ge_3,S_GE_3,属性_能力,施虐>=3
s_ge_5,S_GE_5,属性_能力,施虐>=5
s_ge_7,S_GE_7,属性_能力,施虐>=7
s_l_1,S_L_1,属性_能力,施虐<1
s_l_3,S_L_3,属性_能力,施虐<3
s_l_5,S_L_5,属性_能力,施虐<5
t_s_ge_1,T_S_GE_1,属性_能力,交互对象施虐>=1
t_s_ge_3,T_S_GE_3,属性_能力,交互对象施虐>=3
t_s_ge_5,T_S_GE_5,属性_能力,交互对象施虐>=5
t_s_ge_7,T_S_GE_7,属性_能力,交互对象施虐>=7
t_s_l_1,T_S_L_1,属性_能力,交互对象施虐<1
t_s_l_3,T_S_L_3,属性_能力,交互对象施虐<3
t_s_l_5,T_S_L_5,属性_能力,交互对象施虐<5
m_ge_1,M_GE_1,属性_能力,受虐>=1
m_ge_3,M_GE_3,属性_能力,受虐>=3
m_ge_5,M_GE_5,属性_能力,受虐>=5
m_ge_7,M_GE_7,属性_能力,受虐>=7
m_l_1,M_L_1,属性_能力,受虐<1
m_l_3,M_L_3,属性_能力,受虐<3
m_l_5,M_L_5,属性_能力,受虐<5
t_m_ge_1,T_M_GE_1,属性_能力,交互对象受虐>=1
t_m_ge_3,T_M_GE_3,属性_能力,交互对象受虐>=3
t_m_ge_5,T_M_GE_5,属性_能力,交互对象受虐>=5
t_m_ge_7,T_M_GE_7,属性_能力,交互对象受虐>=7
t_m_l_1,T_M_L_1,属性_能力,交互对象受虐<1
t_m_l_3,T_M_L_3,属性_能力,交互对象受虐<3
t_m_l_5,T_M_L_5,属性_能力,交互对象受虐<5
t_happy_mark_1,T_HAPPY_MARK_1,属性_能力,交互对象快乐刻印==1
t_happy_mark_2,T_HAPPY_MARK_2,属性_能力,交互对象快乐刻印==2
t_happy_mark_3,T_HAPPY_MARK_3,属性_能力,交互对象快乐刻印==3
t_happy_mark_ge_1,T_HAPPY_MARK_GE_1,属性_能力,交互对象快乐刻印>=1
t_happy_mark_le_2,T_HAPPY_MARK_LE_2,属性_能力,交互对象快乐刻印<=2
t_yield_mark_1,T_YIELD_MARK_1,属性_能力,交互对象屈服刻印==1
t_yield_mark_2,T_YIELD_MARK_2,属性_能力,交互对象屈服刻印==2
t_yield_mark_3,T_YIELD_MARK_3,属性_能力,交互对象屈服刻印==3
t_yield_mark_ge_1,T_YIELD_MARK_GE_1,属性_能力,交互对象屈服刻印>=1
t_yield_mark_le_2,T_YIELD_MARK_LE_2,属性_能力,交互对象屈服刻印<=2
talk_le_1,TALK_LE_1,属性_能力,话术技能<=1
talk_ge_3,TALK_GE_3,属性_能力,话术技能>=3
talk_ge_5,TALK_GE_5,属性_能力,话术技能>=5
t_talk_le_1,T_TALK_LE_1,属性_能力,交互对象话术技能<=1
t_talk_ge_3,T_TALK_GE_3,属性_能力,交互对象话术技能>=3
t_talk_ge_5,T_TALK_GE_5,属性_能力,交互对象话术技能>=5
cook_1,COOK_1,属性_能力,自身料理技能==1
cook_2,COOK_2,属性_能力,自身料理技能==2
cook_3,COOK_3,属性_能力,自身料理技能==3
cook_4,COOK_4,属性_能力,自身料理技能==4
cook_le_1,COOK_LE_1,属性_能力,自身料理技能<=1
cook_ge_3,COOK_GE_3,属性_能力,自身料理技能>=3
cook_ge_5,COOK_GE_5,属性_能力,自身料理技能>=5
t_cook_1,TARGET_COOK_1,属性_能力,交互对象料理技能==1
t_cook_2,TARGET_COOK_2,属性_能力,交互对象料理技能==2
t_cook_3,TARGET_COOK_3,属性_能力,交互对象料理技能==3
t_cook_4,TARGET_COOK_4,属性_能力,交互对象料理技能==4
t_cook_le_1,TARGET_COOK_LE_1,属性_能力,交互对象料理技能<=1
t_cook_le_3,TARGET_COOK_LE_3,属性_能力,交互对象料理技能<=3
